X,CH1,Start,Increment,
Sequence,Volt,-1.38E-05,2.00E-08,
1110,1.99E-02,,0.0000222,1.99E-02
1111,9.19E-03,,0.00002222,9.19E-03
1112,1.99E-02,,0.00002224,1.99E-02
1113,1.53E-03,,0.00002226,1.53E-03
1114,1.84E-02,,0.00002228,1.84E-02
1115,6.13E-03,,0.0000223,6.13E-03
1116,1.68E-02,,0.00002232,1.68E-02
1117,3.06E-03,,0.00002234,3.06E-03
1118,2.30E-02,,0.00002236,2.30E-02
1119,4.59E-03,,0.00002238,4.59E-03
1120,2.60E-02,,0.0000224,2.60E-02
1121,3.06E-03,,0.00002242,3.06E-03
1122,2.14E-02,,0.00002244,2.14E-02
1123,6.13E-03,,0.00002246,6.13E-03
1124,2.45E-02,,0.00002248,2.45E-02
1125,4.59E-03,,0.0000225,4.59E-03
1126,2.45E-02,,0.00002252,2.45E-02
1127,3.06E-03,,0.00002254,3.06E-03
1128,2.45E-02,,0.00002256,2.45E-02
1129,4.59E-03,,0.00002258,4.59E-03
1130,2.14E-02,,0.0000226,2.14E-02
1131,0.00E+00,,0.00002262,0.00E+00
1132,1.99E-02,,0.00002264,1.99E-02
1133,9.19E-03,,0.00002266,9.19E-03
1134,2.45E-02,,0.00002268,2.45E-02
1135,9.19E-03,,0.0000227,9.19E-03
1136,2.30E-02,,0.00002272,2.30E-02
1137,6.13E-03,,0.00002274,6.13E-03
1138,2.30E-02,,0.00002276,2.30E-02
1139,-1.53E-03,,0.00002278,-1.53E-03
1140,1.99E-02,,0.0000228,1.99E-02
1141,7.66E-03,,0.00002282,7.66E-03
1142,1.53E-02,,0.00002284,1.53E-02
1143,4.59E-03,,0.00002286,4.59E-03
1144,2.30E-02,,0.00002288,2.30E-02
1145,4.59E-03,,0.0000229,4.59E-03
1146,2.14E-02,,0.00002292,2.14E-02
1147,-1.53E-03,,0.00002294,-1.53E-03
1148,2.45E-02,,0.00002296,2.45E-02
1149,-1.53E-03,,0.00002298,-1.53E-03
1150,3.22E-02,,0.000023,3.22E-02
1151,3.06E-03,,0.00002302,3.06E-03
1152,2.14E-02,,0.00002304,2.14E-02
1153,1.53E-03,,0.00002306,1.53E-03
1154,1.99E-02,,0.00002308,1.99E-02
1155,4.59E-03,,0.0000231,4.59E-03
1156,1.99E-02,,0.00002312,1.99E-02
1157,4.59E-03,,0.00002314,4.59E-03
1158,1.99E-02,,0.00002316,1.99E-02
1159,4.59E-03,,0.00002318,4.59E-03
1160,1.68E-02,,0.0000232,1.68E-02
1161,4.59E-03,,0.00002322,4.59E-03
1162,1.99E-02,,0.00002324,1.99E-02
1163,3.06E-03,,0.00002326,3.06E-03
1164,1.99E-02,,0.00002328,1.99E-02
1165,7.66E-03,,0.0000233,7.66E-03
1166,2.14E-02,,0.00002332,2.14E-02
1167,4.59E-03,,0.00002334,4.59E-03
1168,1.84E-02,,0.00002336,1.84E-02
1169,4.59E-03,,0.00002338,4.59E-03
1170,2.14E-02,,0.0000234,2.14E-02
1171,1.07E-02,,0.00002342,1.07E-02
1172,2.14E-02,,0.00002344,2.14E-02
1173,4.59E-03,,0.00002346,4.59E-03
1174,2.60E-02,,0.00002348,2.60E-02
1175,6.13E-03,,0.0000235,6.13E-03
1176,1.84E-02,,0.00002352,1.84E-02
1177,3.06E-03,,0.00002354,3.06E-03
1178,2.14E-02,,0.00002356,2.14E-02
1179,3.06E-03,,0.00002358,3.06E-03
1180,2.14E-02,,0.0000236,2.14E-02
1181,1.53E-03,,0.00002362,1.53E-03
1182,2.91E-02,,0.00002364,2.91E-02
1183,6.13E-03,,0.00002366,6.13E-03
1184,2.45E-02,,0.00002368,2.45E-02
1185,9.19E-03,,0.0000237,9.19E-03
1186,2.60E-02,,0.00002372,2.60E-02
1187,1.53E-03,,0.00002374,1.53E-03
1188,2.14E-02,,0.00002376,2.14E-02
1189,9.19E-03,,0.00002378,9.19E-03
1190,1.84E-02,,0.0000238,1.84E-02
1191,7.66E-03,,0.00002382,7.66E-03
1192,1.68E-02,,0.00002384,1.68E-02
1193,7.66E-03,,0.00002386,7.66E-03
1194,2.14E-02,,0.00002388,2.14E-02
1195,9.19E-03,,0.0000239,9.19E-03
1196,2.60E-02,,0.00002392,2.60E-02
1197,1.53E-03,,0.00002394,1.53E-03
1198,2.60E-02,,0.00002396,2.60E-02
1199,3.06E-03,,0.00002398,3.06E-03
1200,2.14E-02,,0.000024,2.14E-02
1201,1.53E-03,,0.00002402,1.53E-03
1202,1.99E-02,,0.00002404,1.99E-02
1203,6.13E-03,,0.00002406,6.13E-03
1204,1.99E-02,,0.00002408,1.99E-02
1205,7.66E-03,,0.0000241,7.66E-03
1206,1.99E-02,,0.00002412,1.99E-02
1207,3.06E-03,,0.00002414,3.06E-03
1208,2.45E-02,,0.00002416,2.45E-02
1209,3.06E-03,,0.00002418,3.06E-03
1210,2.14E-02,,0.0000242,2.14E-02
1211,7.66E-03,,0.00002422,7.66E-03
1212,2.76E-02,,0.00002424,2.76E-02
1213,3.06E-03,,0.00002426,3.06E-03
1214,2.30E-02,,0.00002428,2.30E-02
1215,7.66E-03,,0.0000243,7.66E-03
1216,3.22E-02,,0.00002432,3.22E-02
1217,0.00E+00,,0.00002434,0.00E+00
1218,2.45E-02,,0.00002436,2.45E-02
1219,6.13E-03,,0.00002438,6.13E-03
1220,2.14E-02,,0.0000244,2.14E-02
1221,-1.53E-03,,0.00002442,-1.53E-03
1222,2.76E-02,,0.00002444,2.76E-02
1223,1.53E-03,,0.00002446,1.53E-03
1224,2.76E-02,,0.00002448,2.76E-02
1225,4.59E-03,,0.0000245,4.59E-03
1226,1.84E-02,,0.00002452,1.84E-02
1227,1.53E-03,,0.00002454,1.53E-03
1228,2.30E-02,,0.00002456,2.30E-02
1229,0.00E+00,,0.00002458,0.00E+00
1230,2.91E-02,,0.0000246,2.91E-02
1231,4.59E-03,,0.00002462,4.59E-03
1232,2.91E-02,,0.00002464,2.91E-02
1233,1.53E-03,,0.00002466,1.53E-03
1234,2.76E-02,,0.00002468,2.76E-02
1235,1.53E-03,,0.0000247,1.53E-03
1236,2.14E-02,,0.00002472,2.14E-02
1237,-1.53E-03,,0.00002474,-1.53E-03
1238,2.60E-02,,0.00002476,2.60E-02
1239,-1.53E-03,,0.00002478,-1.53E-03
1240,2.45E-02,,0.0000248,2.45E-02
1241,4.59E-03,,0.00002482,4.59E-03
1242,2.14E-02,,0.00002484,2.14E-02
1243,0.00E+00,,0.00002486,0.00E+00
1244,2.45E-02,,0.00002488,2.45E-02
1245,4.59E-03,,0.0000249,4.59E-03
1246,1.84E-02,,0.00002492,1.84E-02
1247,6.13E-03,,0.00002494,6.13E-03
1248,2.14E-02,,0.00002496,2.14E-02
1249,6.13E-03,,0.00002498,6.13E-03
1250,1.99E-02,,0.000025,1.99E-02
1251,1.53E-03,,0.00002502,1.53E-03
1252,2.30E-02,,0.00002504,2.30E-02
1253,4.59E-03,,0.00002506,4.59E-03
1254,2.76E-02,,0.00002508,2.76E-02
1255,-3.06E-03,,0.0000251,-3.06E-03
1256,2.30E-02,,0.00002512,2.30E-02
1257,-1.53E-03,,0.00002514,-1.53E-03
1258,2.91E-02,,0.00002516,2.91E-02
1259,4.59E-03,,0.00002518,4.59E-03
1260,2.76E-02,,0.0000252,2.76E-02
1261,3.06E-03,,0.00002522,3.06E-03
1262,1.84E-02,,0.00002524,1.84E-02
1263,1.53E-03,,0.00002526,1.53E-03
1264,2.14E-02,,0.00002528,2.14E-02
1265,-1.53E-03,,0.0000253,-1.53E-03
1266,1.99E-02,,0.00002532,1.99E-02
1267,3.06E-03,,0.00002534,3.06E-03
1268,2.91E-02,,0.00002536,2.91E-02
1269,0.00E+00,,0.00002538,0.00E+00
1270,1.68E-02,,0.0000254,1.68E-02
1271,7.66E-03,,0.00002542,7.66E-03
1272,2.45E-02,,0.00002544,2.45E-02
1273,1.53E-03,,0.00002546,1.53E-03
1274,2.45E-02,,0.00002548,2.45E-02
1275,1.23E-02,,0.0000255,1.23E-02
1276,3.06E-02,,0.00002552,3.06E-02
1277,-1.53E-03,,0.00002554,-1.53E-03
1278,3.06E-02,,0.00002556,3.06E-02
1279,-3.06E-03,,0.00002558,-3.06E-03
1280,2.14E-02,,0.0000256,2.14E-02
1281,6.13E-03,,0.00002562,6.13E-03
1282,2.14E-02,,0.00002564,2.14E-02
1283,-1.53E-03,,0.00002566,-1.53E-03
1284,1.99E-02,,0.00002568,1.99E-02
1285,3.06E-03,,0.0000257,3.06E-03
1286,1.99E-02,,0.00002572,1.99E-02
1287,6.13E-03,,0.00002574,6.13E-03
1288,2.14E-02,,0.00002576,2.14E-02
1289,1.53E-03,,0.00002578,1.53E-03
1290,2.30E-02,,0.0000258,2.30E-02
1291,7.66E-03,,0.00002582,7.66E-03
1292,1.84E-02,,0.00002584,1.84E-02
1293,3.06E-03,,0.00002586,3.06E-03
1294,2.60E-02,,0.00002588,2.60E-02
1295,6.13E-03,,0.0000259,6.13E-03
1296,1.68E-02,,0.00002592,1.68E-02
1297,4.59E-03,,0.00002594,4.59E-03
1298,1.68E-02,,0.00002596,1.68E-02
1299,0.00E+00,,0.00002598,0.00E+00
1300,2.14E-02,,0.000026,2.14E-02
1301,7.66E-03,,0.00002602,7.66E-03
1302,2.76E-02,,0.00002604,2.76E-02
1303,3.06E-03,,0.00002606,3.06E-03
1304,2.76E-02,,0.00002608,2.76E-02
1305,3.06E-03,,0.0000261,3.06E-03
1306,2.76E-02,,0.00002612,2.76E-02
1307,6.13E-03,,0.00002614,6.13E-03
1308,1.99E-02,,0.00002616,1.99E-02
1309,9.19E-03,,0.00002618,9.19E-03
1310,2.30E-02,,0.0000262,2.30E-02
1311,3.06E-03,,0.00002622,3.06E-03
1312,1.99E-02,,0.00002624,1.99E-02
1313,4.59E-03,,0.00002626,4.59E-03
1314,1.84E-02,,0.00002628,1.84E-02
1315,3.06E-03,,0.0000263,3.06E-03
1316,1.84E-02,,0.00002632,1.84E-02
1317,3.06E-03,,0.00002634,3.06E-03
1318,1.68E-02,,0.00002636,1.68E-02
1319,0.00E+00,,0.00002638,0.00E+00
1320,2.14E-02,,0.0000264,2.14E-02
1321,1.53E-03,,0.00002642,1.53E-03
1322,1.99E-02,,0.00002644,1.99E-02
1323,6.13E-03,,0.00002646,6.13E-03
1324,1.84E-02,,0.00002648,1.84E-02
1325,3.06E-03,,0.0000265,3.06E-03
1326,1.99E-02,,0.00002652,1.99E-02
1327,-3.06E-03,,0.00002654,-3.06E-03
1328,2.45E-02,,0.00002656,2.45E-02
1329,-1.53E-03,,0.00002658,-1.53E-03
1330,2.30E-02,,0.0000266,2.30E-02
1331,6.13E-03,,0.00002662,6.13E-03
1332,1.99E-02,,0.00002664,1.99E-02
1333,0.00E+00,,0.00002666,0.00E+00
1334,2.30E-02,,0.00002668,2.30E-02
1335,6.13E-03,,0.0000267,6.13E-03
1336,1.84E-02,,0.00002672,1.84E-02
1337,0.00E+00,,0.00002674,0.00E+00
1338,1.84E-02,,0.00002676,1.84E-02
1339,0.00E+00,,0.00002678,0.00E+00
1340,1.99E-02,,0.0000268,1.99E-02
1341,3.06E-03,,0.00002682,3.06E-03
1342,1.68E-02,,0.00002684,1.68E-02
1343,6.13E-03,,0.00002686,6.13E-03
1344,1.99E-02,,0.00002688,1.99E-02
1345,4.59E-03,,0.0000269,4.59E-03
1346,2.30E-02,,0.00002692,2.30E-02
1347,4.59E-03,,0.00002694,4.59E-03
1348,2.45E-02,,0.00002696,2.45E-02
1349,6.13E-03,,0.00002698,6.13E-03
1350,2.30E-02,,0.000027,2.30E-02
1351,7.66E-03,,0.00002702,7.66E-03
1352,1.99E-02,,0.00002704,1.99E-02
1353,6.13E-03,,0.00002706,6.13E-03
1354,1.99E-02,,0.00002708,1.99E-02
1355,3.06E-03,,0.0000271,3.06E-03
1356,2.60E-02,,0.00002712,2.60E-02
1357,3.06E-03,,0.00002714,3.06E-03
1358,1.99E-02,,0.00002716,1.99E-02
1359,6.13E-03,,0.00002718,6.13E-03
1360,2.14E-02,,0.0000272,2.14E-02
1361,7.66E-03,,0.00002722,7.66E-03
1362,2.14E-02,,0.00002724,2.14E-02
1363,6.13E-03,,0.00002726,6.13E-03
1364,2.45E-02,,0.00002728,2.45E-02
1365,1.53E-03,,0.0000273,1.53E-03
1366,2.76E-02,,0.00002732,2.76E-02
1367,7.66E-03,,0.00002734,7.66E-03
1368,2.30E-02,,0.00002736,2.30E-02
1369,4.59E-03,,0.00002738,4.59E-03
1370,2.14E-02,,0.0000274,2.14E-02
1371,7.66E-03,,0.00002742,7.66E-03
1372,1.99E-02,,0.00002744,1.99E-02
1373,4.59E-03,,0.00002746,4.59E-03
1374,2.14E-02,,0.00002748,2.14E-02
1375,6.13E-03,,0.0000275,6.13E-03
1376,1.84E-02,,0.00002752,1.84E-02
1377,1.53E-03,,0.00002754,1.53E-03
1378,2.14E-02,,0.00002756,2.14E-02
1379,1.53E-03,,0.00002758,1.53E-03
1380,2.30E-02,,0.0000276,2.30E-02
1381,3.06E-03,,0.00002762,3.06E-03
1382,2.76E-02,,0.00002764,2.76E-02
1383,0.00E+00,,0.00002766,0.00E+00
1384,2.30E-02,,0.00002768,2.30E-02
1385,6.13E-03,,0.0000277,6.13E-03
1386,2.14E-02,,0.00002772,2.14E-02
1387,6.13E-03,,0.00002774,6.13E-03
1388,2.30E-02,,0.00002776,2.30E-02
1389,0.00E+00,,0.00002778,0.00E+00
1390,1.99E-02,,0.0000278,1.99E-02
1391,4.59E-03,,0.00002782,4.59E-03
1392,2.45E-02,,0.00002784,2.45E-02
1393,9.19E-03,,0.00002786,9.19E-03
1394,1.84E-02,,0.00002788,1.84E-02
1395,1.53E-03,,0.0000279,1.53E-03
1396,1.99E-02,,0.00002792,1.99E-02
1397,0.00E+00,,0.00002794,0.00E+00
1398,2.45E-02,,0.00002796,2.45E-02
1399,1.53E-03,,0.00002798,1.53E-03
