X,CH1,Start,Increment
85,6.75E-02,0.00000017,6.75E-02
86,7.94E-02,0.000000172,7.94E-02
87,6.31E-02,0.000000174,6.31E-02
88,6.25E-02,0.000000176,6.25E-02
89,5.50E-02,0.000000178,5.50E-02
90,5.56E-02,0.00000018,5.56E-02
91,4.81E-02,0.000000182,4.81E-02
92,6.19E-02,0.000000184,6.19E-02
93,4.94E-02,0.000000186,4.94E-02
94,6.69E-02,0.000000188,6.69E-02
95,6.25E-02,0.00000019,6.25E-02
96,6.63E-02,0.000000192,6.63E-02
97,6.44E-02,0.000000194,6.44E-02
98,6.50E-02,0.000000196,6.50E-02
99,5.38E-02,0.000000198,5.38E-02
100,5.38E-02,0.0000002,5.38E-02
101,5.06E-02,0.000000202,5.06E-02
102,6.50E-02,0.000000204,6.50E-02
103,5.44E-02,0.000000206,5.44E-02
104,6.56E-02,0.000000208,6.56E-02
105,6.00E-02,0.00000021,6.00E-02
106,6.06E-02,0.000000212,6.06E-02
107,5.75E-02,0.000000214,5.75E-02
108,6.00E-02,0.000000216,6.00E-02
109,5.81E-02,0.000000218,5.81E-02
110,6.13E-02,0.00000022,6.13E-02
111,5.81E-02,0.000000222,5.81E-02
112,6.63E-02,0.000000224,6.63E-02
113,6.00E-02,0.000000226,6.00E-02
114,7.00E-02,0.000000228,7.00E-02
115,6.44E-02,0.00000023,6.44E-02
116,7.19E-02,0.000000232,7.19E-02
117,6.81E-02,0.000000234,6.81E-02
118,6.81E-02,0.000000236,6.81E-02
119,5.75E-02,0.000000238,5.75E-02
120,6.69E-02,0.00000024,6.69E-02
121,5.69E-02,0.000000242,5.69E-02
122,7.75E-02,0.000000244,7.75E-02
123,6.81E-02,0.000000246,6.81E-02
124,7.50E-02,0.000000248,7.50E-02
125,5.69E-02,0.00000025,5.69E-02
126,5.56E-02,0.000000252,5.56E-02
127,4.94E-02,0.000000254,4.94E-02
128,5.56E-02,0.000000256,5.56E-02
129,5.25E-02,0.000000258,5.25E-02
130,5.63E-02,0.00000026,5.63E-02
131,5.00E-02,0.000000262,5.00E-02
132,5.56E-02,0.000000264,5.56E-02
133,5.00E-02,0.000000266,5.00E-02
134,6.19E-02,0.000000268,6.19E-02
135,5.56E-02,0.00000027,5.56E-02
136,6.06E-02,0.000000272,6.06E-02
137,5.31E-02,0.000000274,5.31E-02
138,5.44E-02,0.000000276,5.44E-02
139,5.13E-02,0.000000278,5.13E-02
140,5.69E-02,0.00000028,5.69E-02
141,5.19E-02,0.000000282,5.19E-02
142,5.81E-02,0.000000284,5.81E-02
143,5.31E-02,0.000000286,5.31E-02
144,5.94E-02,0.000000288,5.94E-02
145,5.13E-02,0.00000029,5.13E-02
146,7.13E-02,0.000000292,7.13E-02
147,6.00E-02,0.000000294,6.00E-02
148,7.06E-02,0.000000296,7.06E-02
149,6.06E-02,0.000000298,6.06E-02
150,6.19E-02,0.0000003,6.19E-02
151,5.81E-02,0.000000302,5.81E-02
152,6.56E-02,0.000000304,6.56E-02
153,6.13E-02,0.000000306,6.13E-02
154,6.13E-02,0.000000308,6.13E-02
155,5.69E-02,0.00000031,5.69E-02
156,6.06E-02,0.000000312,6.06E-02
157,5.75E-02,0.000000314,5.75E-02
158,6.50E-02,0.000000316,6.50E-02
159,5.94E-02,0.000000318,5.94E-02
160,7.13E-02,0.00000032,7.13E-02
161,6.50E-02,0.000000322,6.50E-02
162,7.13E-02,0.000000324,7.13E-02
163,6.50E-02,0.000000326,6.50E-02
164,6.44E-02,0.000000328,6.44E-02
165,5.38E-02,0.00000033,5.38E-02
166,5.81E-02,0.000000332,5.81E-02
167,5.13E-02,0.000000334,5.13E-02
168,6.50E-02,0.000000336,6.50E-02
169,5.88E-02,0.000000338,5.88E-02
170,7.00E-02,0.00000034,7.00E-02
171,6.50E-02,0.000000342,6.50E-02
172,7.06E-02,0.000000344,7.06E-02
173,6.75E-02,0.000000346,6.75E-02
174,7.13E-02,0.000000348,7.13E-02
175,6.69E-02,0.00000035,6.69E-02
176,7.31E-02,0.000000352,7.31E-02
177,6.81E-02,0.000000354,6.81E-02
178,6.81E-02,0.000000356,6.81E-02
179,6.06E-02,0.000000358,6.06E-02
180,6.06E-02,0.00000036,6.06E-02
181,5.56E-02,0.000000362,5.56E-02
182,6.25E-02,0.000000364,6.25E-02
183,5.56E-02,0.000000366,5.56E-02
184,7.19E-02,0.000000368,7.19E-02
185,6.25E-02,0.00000037,6.25E-02
186,7.44E-02,0.000000372,7.44E-02
187,7.19E-02,0.000000374,7.19E-02
188,7.38E-02,0.000000376,7.38E-02
189,6.38E-02,0.000000378,6.38E-02
190,6.44E-02,0.00000038,6.44E-02
191,5.88E-02,0.000000382,5.88E-02
192,6.25E-02,0.000000384,6.25E-02
193,5.88E-02,0.000000386,5.88E-02
194,6.63E-02,0.000000388,6.63E-02
195,6.25E-02,0.00000039,6.25E-02
196,6.69E-02,0.000000392,6.69E-02
197,5.81E-02,0.000000394,5.81E-02
198,5.75E-02,0.000000396,5.75E-02
199,4.38E-02,0.000000398,4.38E-02
200,5.44E-02,0.0000004,5.44E-02
201,4.25E-02,0.000000402,4.25E-02
202,6.13E-02,0.000000404,6.13E-02
203,5.50E-02,0.000000406,5.50E-02
204,6.25E-02,0.000000408,6.25E-02
205,5.63E-02,0.00000041,5.63E-02
206,5.63E-02,0.000000412,5.63E-02
207,5.44E-02,0.000000414,5.44E-02
208,5.63E-02,0.000000416,5.63E-02
209,5.44E-02,0.000000418,5.44E-02
210,6.13E-02,0.00000042,6.13E-02
211,5.44E-02,0.000000422,5.44E-02
212,7.88E-02,0.000000424,7.88E-02
213,6.13E-02,0.000000426,6.13E-02
214,8.00E-02,0.000000428,8.00E-02
215,7.13E-02,0.00000043,7.13E-02
216,7.06E-02,0.000000432,7.06E-02
217,6.25E-02,0.000000434,6.25E-02
218,6.25E-02,0.000000436,6.25E-02
219,5.06E-02,0.000000438,5.06E-02
220,6.38E-02,0.00000044,6.38E-02
221,5.00E-02,0.000000442,5.00E-02
222,7.13E-02,0.000000444,7.13E-02
223,6.44E-02,0.000000446,6.44E-02
224,6.88E-02,0.000000448,6.88E-02
225,6.19E-02,0.00000045,6.19E-02
226,6.31E-02,0.000000452,6.31E-02
227,5.56E-02,0.000000454,5.56E-02
228,5.44E-02,0.000000456,5.44E-02
229,4.94E-02,0.000000458,4.94E-02
230,6.63E-02,0.00000046,6.63E-02
231,4.94E-02,0.000000462,4.94E-02
232,7.75E-02,0.000000464,7.75E-02
233,6.75E-02,0.000000466,6.75E-02
234,7.63E-02,0.000000468,7.63E-02
235,5.63E-02,0.00000047,5.63E-02
236,5.44E-02,0.000000472,5.44E-02
237,4.94E-02,0.000000474,4.94E-02
238,6.19E-02,0.000000476,6.19E-02
239,5.31E-02,0.000000478,5.31E-02
240,6.69E-02,0.00000048,6.69E-02
241,6.19E-02,0.000000482,6.19E-02
242,6.63E-02,0.000000484,6.63E-02
243,6.06E-02,0.000000486,6.06E-02
244,6.50E-02,0.000000488,6.50E-02
245,6.00E-02,0.00000049,6.00E-02
246,8.00E-02,0.000000492,8.00E-02
247,6.63E-02,0.000000494,6.63E-02
248,8.19E-02,0.000000496,8.19E-02
249,7.06E-02,0.000000498,7.06E-02
250,6.94E-02,0.0000005,6.94E-02
251,5.88E-02,0.000000502,5.88E-02
252,6.56E-02,0.000000504,6.56E-02
253,6.06E-02,0.000000506,6.06E-02
254,6.81E-02,0.000000508,6.81E-02
255,6.56E-02,0.00000051,6.56E-02
256,6.75E-02,0.000000512,6.75E-02
257,5.50E-02,0.000000514,5.50E-02
258,5.44E-02,0.000000516,5.44E-02
259,5.19E-02,0.000000518,5.19E-02
260,6.38E-02,0.00000052,6.38E-02
261,5.56E-02,0.000000522,5.56E-02
262,6.38E-02,0.000000524,6.38E-02
263,5.94E-02,0.000000526,5.94E-02
264,5.88E-02,0.000000528,5.88E-02
265,5.19E-02,0.00000053,5.19E-02
266,6.31E-02,0.000000532,6.31E-02
267,5.38E-02,0.000000534,5.38E-02
268,7.00E-02,0.000000536,7.00E-02
269,6.38E-02,0.000000538,6.38E-02
270,6.88E-02,0.00000054,6.88E-02
271,6.06E-02,0.000000542,6.06E-02
272,6.00E-02,0.000000544,6.00E-02
273,5.63E-02,0.000000546,5.63E-02
274,6.63E-02,0.000000548,6.63E-02
275,5.69E-02,0.00000055,5.69E-02
276,6.63E-02,0.000000552,6.63E-02
277,6.13E-02,0.000000554,6.13E-02
278,6.06E-02,0.000000556,6.06E-02
279,5.38E-02,0.000000558,5.38E-02
280,6.31E-02,0.00000056,6.31E-02
281,5.50E-02,0.000000562,5.50E-02
282,7.06E-02,0.000000564,7.06E-02
283,6.38E-02,0.000000566,6.38E-02
284,7.00E-02,0.000000568,7.00E-02
285,5.88E-02,0.00000057,5.88E-02
286,5.88E-02,0.000000572,5.88E-02
287,5.50E-02,0.000000574,5.50E-02
288,6.00E-02,0.000000576,6.00E-02
289,5.63E-02,0.000000578,5.63E-02
290,6.38E-02,0.00000058,6.38E-02
291,6.00E-02,0.000000582,6.00E-02
292,6.06E-02,0.000000584,6.06E-02
293,5.50E-02,0.000000586,5.50E-02
294,5.94E-02,0.000000588,5.94E-02
295,5.63E-02,0.00000059,5.63E-02
296,6.44E-02,0.000000592,6.44E-02
297,5.81E-02,0.000000594,5.81E-02
298,6.56E-02,0.000000596,6.56E-02
299,6.31E-02,0.000000598,6.31E-02
300,6.38E-02,0.0000006,6.38E-02
301,5.56E-02,0.000000602,5.56E-02
302,6.00E-02,0.000000604,6.00E-02
303,5.56E-02,0.000000606,5.56E-02
304,6.31E-02,0.000000608,6.31E-02
305,5.94E-02,0.00000061,5.94E-02
306,6.19E-02,0.000000612,6.19E-02
307,6.00E-02,0.000000614,6.00E-02
308,6.19E-02,0.000000616,6.19E-02
309,5.81E-02,0.000000618,5.81E-02
310,6.31E-02,0.00000062,6.31E-02
311,5.94E-02,0.000000622,5.94E-02
312,6.56E-02,0.000000624,6.56E-02
313,6.13E-02,0.000000626,6.13E-02
314,6.44E-02,0.000000628,6.44E-02
315,5.44E-02,0.00000063,5.44E-02
316,5.63E-02,0.000000632,5.63E-02
317,5.31E-02,0.000000634,5.31E-02
318,5.81E-02,0.000000636,5.81E-02
319,5.50E-02,0.000000638,5.50E-02
320,6.56E-02,0.00000064,6.56E-02
321,5.94E-02,0.000000642,5.94E-02
322,6.56E-02,0.000000644,6.56E-02
323,6.31E-02,0.000000646,6.31E-02
324,6.56E-02,0.000000648,6.56E-02
325,6.31E-02,0.00000065,6.31E-02
326,6.88E-02,0.000000652,6.88E-02
327,6.56E-02,0.000000654,6.56E-02
328,7.19E-02,0.000000656,7.19E-02
329,6.88E-02,0.000000658,6.88E-02
330,6.81E-02,0.00000066,6.81E-02
331,5.69E-02,0.000000662,5.69E-02
332,6.13E-02,0.000000664,6.13E-02
333,5.63E-02,0.000000666,5.63E-02
334,7.81E-02,0.000000668,7.81E-02
335,6.25E-02,0.00000067,6.25E-02
336,8.00E-02,0.000000672,8.00E-02
337,7.50E-02,0.000000674,7.50E-02
338,7.44E-02,0.000000676,7.44E-02
339,7.13E-02,0.000000678,7.13E-02
340,7.38E-02,0.00000068,7.38E-02
341,6.56E-02,0.000000682,6.56E-02
342,6.50E-02,0.000000684,6.50E-02
343,5.50E-02,0.000000686,5.50E-02
344,6.50E-02,0.000000688,6.50E-02
345,5.50E-02,0.00000069,5.50E-02
346,7.13E-02,0.000000692,7.13E-02
347,6.50E-02,0.000000694,6.50E-02
348,7.19E-02,0.000000696,7.19E-02
349,6.56E-02,0.000000698,6.56E-02
350,7.31E-02,0.0000007,7.31E-02
351,6.50E-02,0.000000702,6.50E-02
352,7.69E-02,0.000000704,7.69E-02
353,7.31E-02,0.000000706,7.31E-02
354,7.31E-02,0.000000708,7.31E-02
355,6.31E-02,0.00000071,6.31E-02
356,6.56E-02,0.000000712,6.56E-02
357,6.25E-02,0.000000714,6.25E-02
358,6.56E-02,0.000000716,6.56E-02
359,6.19E-02,0.000000718,6.19E-02
360,6.50E-02,0.00000072,6.50E-02
361,6.13E-02,0.000000722,6.13E-02
362,6.31E-02,0.000000724,6.31E-02
363,5.63E-02,0.000000726,5.63E-02
364,5.63E-02,0.000000728,5.63E-02
365,5.31E-02,0.00000073,5.31E-02
366,6.19E-02,0.000000732,6.19E-02
367,5.56E-02,0.000000734,5.56E-02
368,6.94E-02,0.000000736,6.94E-02
369,6.31E-02,0.000000738,6.31E-02
370,7.50E-02,0.00000074,7.50E-02
371,6.88E-02,0.000000742,6.88E-02
372,7.50E-02,0.000000744,7.50E-02
373,6.94E-02,0.000000746,6.94E-02
374,6.81E-02,0.000000748,6.81E-02
375,5.56E-02,0.00000075,5.56E-02
376,5.81E-02,0.000000752,5.81E-02
377,5.50E-02,0.000000754,5.50E-02
378,6.38E-02,0.000000756,6.38E-02
379,5.69E-02,0.000000758,5.69E-02
380,7.06E-02,0.00000076,7.06E-02
381,6.38E-02,0.000000762,6.38E-02
382,6.88E-02,0.000000764,6.88E-02
383,5.81E-02,0.000000766,5.81E-02
384,6.25E-02,0.000000768,6.25E-02
385,5.69E-02,0.00000077,5.69E-02
386,6.56E-02,0.000000772,6.56E-02
387,6.19E-02,0.000000774,6.19E-02
388,7.13E-02,0.000000776,7.13E-02
389,6.63E-02,0.000000778,6.63E-02
390,6.94E-02,0.00000078,6.94E-02
391,5.31E-02,0.000000782,5.31E-02
392,5.50E-02,0.000000784,5.50E-02
393,4.94E-02,0.000000786,4.94E-02
394,6.63E-02,0.000000788,6.63E-02
395,5.63E-02,0.00000079,5.63E-02
396,6.56E-02,0.000000792,6.56E-02
397,6.06E-02,0.000000794,6.06E-02
398,6.88E-02,0.000000796,6.88E-02
399,6.25E-02,0.000000798,6.25E-02
400,7.06E-02,0.0000008,7.06E-02
401,5.88E-02,0.000000802,5.88E-02
402,5.69E-02,0.000000804,5.69E-02
403,4.81E-02,0.000000806,4.81E-02
404,6.38E-02,0.000000808,6.38E-02
405,5.06E-02,0.00000081,5.06E-02
406,7.06E-02,0.000000812,7.06E-02
407,6.31E-02,0.000000814,6.31E-02
408,6.94E-02,0.000000816,6.94E-02
409,5.81E-02,0.000000818,5.81E-02
410,5.69E-02,0.00000082,5.69E-02
411,4.94E-02,0.000000822,4.94E-02
412,6.00E-02,0.000000824,6.00E-02
413,5.06E-02,0.000000826,5.06E-02
414,6.06E-02,0.000000828,6.06E-02
415,5.75E-02,0.00000083,5.75E-02
416,5.69E-02,0.000000832,5.69E-02
417,5.06E-02,0.000000834,5.06E-02
418,6.00E-02,0.000000836,6.00E-02
419,5.19E-02,0.000000838,5.19E-02
420,6.44E-02,0.00000084,6.44E-02
421,5.94E-02,0.000000842,5.94E-02
422,6.44E-02,0.000000844,6.44E-02
423,6.00E-02,0.000000846,6.00E-02
424,6.06E-02,0.000000848,6.06E-02
425,5.69E-02,0.00000085,5.69E-02
426,6.38E-02,0.000000852,6.38E-02
427,5.50E-02,0.000000854,5.50E-02
428,6.81E-02,0.000000856,6.81E-02
429,6.44E-02,0.000000858,6.44E-02
430,6.81E-02,0.00000086,6.81E-02
431,6.38E-02,0.000000862,6.38E-02
432,6.38E-02,0.000000864,6.38E-02
433,5.81E-02,0.000000866,5.81E-02
434,6.19E-02,0.000000868,6.19E-02
435,5.94E-02,0.00000087,5.94E-02
436,5.88E-02,0.000000872,5.88E-02
437,5.63E-02,0.000000874,5.63E-02
438,7.06E-02,0.000000876,7.06E-02
439,5.69E-02,0.000000878,5.69E-02
440,7.19E-02,0.00000088,7.19E-02
441,6.81E-02,0.000000882,6.81E-02
442,6.69E-02,0.000000884,6.69E-02
443,6.13E-02,0.000000886,6.13E-02
444,6.19E-02,0.000000888,6.19E-02
445,5.88E-02,0.00000089,5.88E-02
446,5.94E-02,0.000000892,5.94E-02
447,5.75E-02,0.000000894,5.75E-02
448,5.88E-02,0.000000896,5.88E-02
449,5.63E-02,0.000000898,5.63E-02
450,6.19E-02,0.0000009,6.19E-02
451,5.81E-02,0.000000902,5.81E-02
452,6.31E-02,0.000000904,6.31E-02
453,5.75E-02,0.000000906,5.75E-02
454,6.88E-02,0.000000908,6.88E-02
455,5.69E-02,0.00000091,5.69E-02
456,7.88E-02,0.000000912,7.88E-02
457,7.00E-02,0.000000914,7.00E-02
458,7.63E-02,0.000000916,7.63E-02
459,6.25E-02,0.000000918,6.25E-02
460,6.19E-02,0.00000092,6.19E-02
461,5.56E-02,0.000000922,5.56E-02
462,5.56E-02,0.000000924,5.56E-02
463,5.25E-02,0.000000926,5.25E-02
464,5.88E-02,0.000000928,5.88E-02
465,5.38E-02,0.00000093,5.38E-02
466,6.44E-02,0.000000932,6.44E-02
467,5.81E-02,0.000000934,5.81E-02
468,6.94E-02,0.000000936,6.94E-02
469,6.50E-02,0.000000938,6.50E-02
470,6.94E-02,0.00000094,6.94E-02
471,6.69E-02,0.000000942,6.69E-02
472,6.88E-02,0.000000944,6.88E-02
473,6.63E-02,0.000000946,6.63E-02
474,7.44E-02,0.000000948,7.44E-02
475,6.88E-02,0.00000095,6.88E-02
476,7.94E-02,0.000000952,7.94E-02
477,7.50E-02,0.000000954,7.50E-02
478,7.94E-02,0.000000956,7.94E-02
479,7.31E-02,0.000000958,7.31E-02
480,7.25E-02,0.00000096,7.25E-02
481,6.13E-02,0.000000962,6.13E-02
482,6.56E-02,0.000000964,6.56E-02
483,6.06E-02,0.000000966,6.06E-02
484,6.81E-02,0.000000968,6.81E-02
485,6.50E-02,0.00000097,6.50E-02
486,6.69E-02,0.000000972,6.69E-02
487,5.56E-02,0.000000974,5.56E-02
488,5.56E-02,0.000000976,5.56E-02
489,5.19E-02,0.000000978,5.19E-02
490,5.44E-02,0.00000098,5.44E-02
491,5.25E-02,0.000000982,5.25E-02
492,5.44E-02,0.000000984,5.44E-02
493,5.19E-02,0.000000986,5.19E-02
494,7.13E-02,0.000000988,7.13E-02
495,5.38E-02,0.00000099,5.38E-02
496,8.25E-02,0.000000992,8.25E-02
497,7.19E-02,0.000000994,7.19E-02
498,8.25E-02,0.000000996,8.25E-02
499,7.75E-02,0.000000998,7.75E-02
500,7.75E-02,0.000001,7.75E-02
501,6.56E-02,0.000001002,6.56E-02
502,6.44E-02,0.000001004,6.44E-02
503,5.69E-02,0.000001006,5.69E-02
504,7.25E-02,0.000001008,7.25E-02
505,6.00E-02,0.00000101,6.00E-02
506,7.50E-02,0.000001012,7.50E-02
507,7.06E-02,0.000001014,7.06E-02
508,7.06E-02,0.000001016,7.06E-02
509,6.19E-02,0.000001018,6.19E-02
510,6.44E-02,0.00000102,6.44E-02
511,6.00E-02,0.000001022,6.00E-02
512,7.38E-02,0.000001024,7.38E-02
513,6.44E-02,0.000001026,6.44E-02
514,7.81E-02,0.000001028,7.81E-02
515,7.38E-02,0.00000103,7.38E-02
516,7.31E-02,0.000001032,7.31E-02
517,6.50E-02,0.000001034,6.50E-02
518,6.75E-02,0.000001036,6.75E-02
519,6.38E-02,0.000001038,6.38E-02
520,6.38E-02,0.00000104,6.38E-02
521,5.88E-02,0.000001042,5.88E-02
522,6.13E-02,0.000001044,6.13E-02
523,5.88E-02,0.000001046,5.88E-02
524,5.88E-02,0.000001048,5.88E-02
525,4.63E-02,0.00000105,4.63E-02
526,5.25E-02,0.000001052,5.25E-02
527,4.31E-02,0.000001054,4.31E-02
528,6.69E-02,0.000001056,6.69E-02
529,5.38E-02,0.000001058,5.38E-02
530,6.56E-02,0.00000106,6.56E-02
531,5.38E-02,0.000001062,5.38E-02
532,5.38E-02,0.000001064,5.38E-02
533,5.00E-02,0.000001066,5.00E-02
534,7.13E-02,0.000001068,7.13E-02
535,5.56E-02,0.00000107,5.56E-02
536,7.13E-02,0.000001072,7.13E-02
537,6.06E-02,0.000001074,6.06E-02
538,6.06E-02,0.000001076,6.06E-02
539,5.69E-02,0.000001078,5.69E-02
540,6.00E-02,0.00000108,6.00E-02
541,5.88E-02,0.000001082,5.88E-02
542,5.88E-02,0.000001084,5.88E-02
543,5.31E-02,0.000001086,5.31E-02
544,7.25E-02,0.000001088,7.25E-02
545,5.31E-02,0.00000109,5.31E-02
546,8.13E-02,0.000001092,8.13E-02
547,7.38E-02,0.000001094,7.38E-02
548,7.88E-02,0.000001096,7.88E-02
549,6.44E-02,0.000001098,6.44E-02
550,6.44E-02,0.0000011,6.44E-02
551,5.50E-02,0.000001102,5.50E-02
552,6.31E-02,0.000001104,6.31E-02
553,5.63E-02,0.000001106,5.63E-02
554,6.94E-02,0.000001108,6.94E-02
555,6.31E-02,0.00000111,6.31E-02
556,6.88E-02,0.000001112,6.88E-02
557,6.31E-02,0.000001114,6.31E-02
558,6.63E-02,0.000001116,6.63E-02
559,6.13E-02,0.000001118,6.13E-02
560,7.50E-02,0.00000112,7.50E-02
561,6.75E-02,0.000001122,6.75E-02
562,7.56E-02,0.000001124,7.56E-02
563,7.44E-02,0.000001126,7.44E-02
564,7.81E-02,0.000001128,7.81E-02
565,7.56E-02,0.00000113,7.56E-02
566,7.50E-02,0.000001132,7.50E-02
567,6.25E-02,0.000001134,6.25E-02
568,6.38E-02,0.000001136,6.38E-02
569,6.13E-02,0.000001138,6.13E-02
570,6.38E-02,0.00000114,6.38E-02
571,6.06E-02,0.000001142,6.06E-02
572,6.06E-02,0.000001144,6.06E-02
573,5.31E-02,0.000001146,5.31E-02
574,6.00E-02,0.000001148,6.00E-02
575,5.25E-02,0.00000115,5.25E-02
576,6.00E-02,0.000001152,6.00E-02
577,5.19E-02,0.000001154,5.19E-02
578,5.56E-02,0.000001156,5.56E-02
579,5.00E-02,0.000001158,5.00E-02
580,6.75E-02,0.00000116,6.75E-02
581,5.75E-02,0.000001162,5.75E-02
582,6.56E-02,0.000001164,6.56E-02
583,5.25E-02,0.000001166,5.25E-02
584,5.63E-02,0.000001168,5.63E-02
585,4.94E-02,0.00000117,4.94E-02
586,6.75E-02,0.000001172,6.75E-02
587,5.63E-02,0.000001174,5.63E-02
588,7.94E-02,0.000001176,7.94E-02
589,6.88E-02,0.000001178,6.88E-02
590,7.94E-02,0.00000118,7.94E-02
591,6.88E-02,0.000001182,6.88E-02
592,6.81E-02,0.000001184,6.81E-02
593,5.56E-02,0.000001186,5.56E-02
594,5.88E-02,0.000001188,5.88E-02
595,5.38E-02,0.00000119,5.38E-02
596,6.81E-02,0.000001192,6.81E-02
597,5.88E-02,0.000001194,5.88E-02
598,6.94E-02,0.000001196,6.94E-02
599,6.50E-02,0.000001198,6.50E-02
600,6.38E-02,0.0000012,6.38E-02
601,5.63E-02,0.000001202,5.63E-02
602,6.06E-02,0.000001204,6.06E-02
603,5.75E-02,0.000001206,5.75E-02
604,6.19E-02,0.000001208,6.19E-02
605,6.00E-02,0.00000121,6.00E-02
606,6.00E-02,0.000001212,6.00E-02
607,5.69E-02,0.000001214,5.69E-02
608,5.88E-02,0.000001216,5.88E-02
609,5.56E-02,0.000001218,5.56E-02
610,6.88E-02,0.00000122,6.88E-02
611,5.94E-02,0.000001222,5.94E-02
612,6.94E-02,0.000001224,6.94E-02
613,6.31E-02,0.000001226,6.31E-02
614,6.25E-02,0.000001228,6.25E-02
615,5.88E-02,0.00000123,5.88E-02
616,6.81E-02,0.000001232,6.81E-02
617,6.06E-02,0.000001234,6.06E-02
618,6.81E-02,0.000001236,6.81E-02
619,6.63E-02,0.000001238,6.63E-02
620,6.63E-02,0.00000124,6.63E-02
621,5.56E-02,0.000001242,5.56E-02
622,5.50E-02,0.000001244,5.50E-02
623,4.63E-02,0.000001246,4.63E-02
624,4.81E-02,0.000001248,4.81E-02
625,4.56E-02,0.00000125,4.56E-02
626,5.25E-02,0.000001252,5.25E-02
627,4.75E-02,0.000001254,4.75E-02
628,6.06E-02,0.000001256,6.06E-02
629,5.06E-02,0.000001258,5.06E-02
630,6.69E-02,0.00000126,6.69E-02
631,6.13E-02,0.000001262,6.13E-02
632,6.63E-02,0.000001264,6.63E-02
633,6.06E-02,0.000001266,6.06E-02
