X,CH1,Start,Increment
98,1.91E-01,9.8E-09,1.91E-01
99,1.91E-01,9.9E-09,1.91E-01
100,1.96E-01,0.00000001,1.96E-01
101,1.96E-01,1.01E-08,1.96E-01
102,1.95E-01,1.02E-08,1.95E-01
103,1.95E-01,1.03E-08,1.95E-01
104,1.97E-01,1.04E-08,1.97E-01
105,1.97E-01,1.05E-08,1.97E-01
106,1.96E-01,1.06E-08,1.96E-01
107,1.96E-01,1.07E-08,1.96E-01
108,1.98E-01,1.08E-08,1.98E-01
109,1.98E-01,1.09E-08,1.98E-01
110,1.97E-01,0.000000011,1.97E-01
111,1.97E-01,1.11E-08,1.97E-01
112,2.01E-01,1.12E-08,2.01E-01
113,2.01E-01,1.13E-08,2.01E-01
114,2.00E-01,1.14E-08,2.00E-01
115,2.00E-01,1.15E-08,2.00E-01
116,2.02E-01,1.16E-08,2.02E-01
117,2.02E-01,1.17E-08,2.02E-01
118,2.01E-01,1.18E-08,2.01E-01
119,2.01E-01,1.19E-08,2.01E-01
120,2.03E-01,0.000000012,2.03E-01
121,2.03E-01,1.21E-08,2.03E-01
122,2.02E-01,1.22E-08,2.02E-01
123,2.02E-01,1.23E-08,2.02E-01
124,2.03E-01,1.24E-08,2.03E-01
125,2.03E-01,1.25E-08,2.03E-01
126,2.03E-01,1.26E-08,2.03E-01
127,2.03E-01,1.27E-08,2.03E-01
128,2.05E-01,1.28E-08,2.05E-01
129,2.05E-01,1.29E-08,2.05E-01
130,2.04E-01,0.000000013,2.04E-01
131,2.04E-01,1.31E-08,2.04E-01
132,2.05E-01,1.32E-08,2.05E-01
133,2.05E-01,1.33E-08,2.05E-01
134,2.05E-01,1.34E-08,2.05E-01
135,2.05E-01,1.35E-08,2.05E-01
136,2.05E-01,1.36E-08,2.05E-01
137,2.05E-01,1.37E-08,2.05E-01
138,2.04E-01,1.38E-08,2.04E-01
139,2.04E-01,1.39E-08,2.04E-01
140,2.05E-01,0.000000014,2.05E-01
141,2.05E-01,1.41E-08,2.05E-01
142,2.05E-01,1.42E-08,2.05E-01
143,2.05E-01,1.43E-08,2.05E-01
144,2.06E-01,1.44E-08,2.06E-01
145,2.06E-01,1.45E-08,2.06E-01
146,2.06E-01,1.46E-08,2.06E-01
147,2.06E-01,1.47E-08,2.06E-01
148,2.05E-01,1.48E-08,2.05E-01
149,2.05E-01,1.49E-08,2.05E-01
150,2.05E-01,0.000000015,2.05E-01
151,2.05E-01,1.51E-08,2.05E-01
152,2.06E-01,1.52E-08,2.06E-01
153,2.06E-01,1.53E-08,2.06E-01
154,2.05E-01,1.54E-08,2.05E-01
155,2.05E-01,1.55E-08,2.05E-01
156,2.06E-01,1.56E-08,2.06E-01
157,2.06E-01,1.57E-08,2.06E-01
158,2.07E-01,1.58E-08,2.07E-01
159,2.07E-01,1.59E-08,2.07E-01
160,2.05E-01,0.000000016,2.05E-01
161,2.05E-01,1.61E-08,2.05E-01
162,2.05E-01,1.62E-08,2.05E-01
163,2.05E-01,1.63E-08,2.05E-01
164,2.04E-01,1.64E-08,2.04E-01
165,2.04E-01,1.65E-08,2.04E-01
166,2.04E-01,1.66E-08,2.04E-01
167,2.04E-01,1.67E-08,2.04E-01
168,2.04E-01,1.68E-08,2.04E-01
169,2.04E-01,1.69E-08,2.04E-01
170,2.03E-01,0.000000017,2.03E-01
171,2.03E-01,1.71E-08,2.03E-01
172,2.03E-01,1.72E-08,2.03E-01
173,2.03E-01,1.73E-08,2.03E-01
174,2.04E-01,1.74E-08,2.04E-01
175,2.04E-01,1.75E-08,2.04E-01
176,2.03E-01,1.76E-08,2.03E-01
177,2.03E-01,1.77E-08,2.03E-01
178,2.03E-01,1.78E-08,2.03E-01
179,2.03E-01,1.79E-08,2.03E-01
180,2.02E-01,0.000000018,2.02E-01
181,2.02E-01,1.81E-08,2.02E-01
182,2.03E-01,1.82E-08,2.03E-01
183,2.03E-01,1.83E-08,2.03E-01
184,1.99E-01,1.84E-08,1.99E-01
185,1.99E-01,1.85E-08,1.99E-01
186,2.00E-01,1.86E-08,2.00E-01
187,2.00E-01,1.87E-08,2.00E-01
188,1.98E-01,1.88E-08,1.98E-01
189,1.98E-01,1.89E-08,1.98E-01
190,1.99E-01,0.000000019,1.99E-01
191,1.99E-01,1.91E-08,1.99E-01
192,1.95E-01,1.92E-08,1.95E-01
193,1.95E-01,1.93E-08,1.95E-01
194,1.97E-01,1.94E-08,1.97E-01
195,1.97E-01,1.95E-08,1.97E-01
196,1.92E-01,1.96E-08,1.92E-01
197,1.92E-01,1.97E-08,1.92E-01
198,1.94E-01,1.98E-08,1.94E-01
199,1.94E-01,1.99E-08,1.94E-01
200,1.90E-01,0.00000002,1.90E-01
201,1.90E-01,2.01E-08,1.90E-01
202,1.91E-01,2.02E-08,1.91E-01
203,1.91E-01,2.03E-08,1.91E-01
204,1.89E-01,2.04E-08,1.89E-01
205,1.89E-01,2.05E-08,1.89E-01
206,1.89E-01,2.06E-08,1.89E-01
207,1.89E-01,2.07E-08,1.89E-01
208,1.87E-01,2.08E-08,1.87E-01
209,1.87E-01,2.09E-08,1.87E-01
210,1.88E-01,0.000000021,1.88E-01
211,1.88E-01,2.11E-08,1.88E-01
212,1.83E-01,2.12E-08,1.83E-01
213,1.83E-01,2.13E-08,1.83E-01
214,1.85E-01,2.14E-08,1.85E-01
215,1.85E-01,2.15E-08,1.85E-01
216,1.80E-01,2.16E-08,1.80E-01
217,1.80E-01,2.17E-08,1.80E-01
218,1.81E-01,2.18E-08,1.81E-01
219,1.81E-01,2.19E-08,1.81E-01
220,1.77E-01,0.000000022,1.77E-01
221,1.77E-01,2.21E-08,1.77E-01
222,1.78E-01,2.22E-08,1.78E-01
223,1.78E-01,2.23E-08,1.78E-01
224,1.75E-01,2.24E-08,1.75E-01
225,1.75E-01,2.25E-08,1.75E-01
226,1.75E-01,2.26E-08,1.75E-01
227,1.75E-01,2.27E-08,1.75E-01
228,1.74E-01,2.28E-08,1.74E-01
229,1.74E-01,2.29E-08,1.74E-01
230,1.75E-01,0.000000023,1.75E-01
231,1.75E-01,2.31E-08,1.75E-01
232,1.71E-01,2.32E-08,1.71E-01
233,1.71E-01,2.33E-08,1.71E-01
234,1.72E-01,2.34E-08,1.72E-01
235,1.72E-01,2.35E-08,1.72E-01
236,1.68E-01,2.36E-08,1.68E-01
237,1.68E-01,2.37E-08,1.68E-01
238,1.69E-01,2.38E-08,1.69E-01
239,1.69E-01,2.39E-08,1.69E-01
240,1.66E-01,0.000000024,1.66E-01
241,1.66E-01,2.41E-08,1.66E-01
242,1.66E-01,2.42E-08,1.66E-01
243,1.66E-01,2.43E-08,1.66E-01
244,1.64E-01,2.44E-08,1.64E-01
245,1.64E-01,2.45E-08,1.64E-01
246,1.65E-01,2.46E-08,1.65E-01
247,1.65E-01,2.47E-08,1.65E-01
248,1.61E-01,2.48E-08,1.61E-01
249,1.61E-01,2.49E-08,1.61E-01
250,1.62E-01,0.000000025,1.62E-01
251,1.62E-01,2.51E-08,1.62E-01
252,1.60E-01,2.52E-08,1.60E-01
253,1.60E-01,2.53E-08,1.60E-01
254,1.60E-01,2.54E-08,1.60E-01
255,1.60E-01,2.55E-08,1.60E-01
256,1.58E-01,2.56E-08,1.58E-01
257,1.58E-01,2.57E-08,1.58E-01
258,1.58E-01,2.58E-08,1.58E-01
259,1.58E-01,2.59E-08,1.58E-01
260,1.58E-01,0.000000026,1.58E-01
261,1.58E-01,2.61E-08,1.58E-01
262,1.59E-01,2.62E-08,1.59E-01
263,1.59E-01,2.63E-08,1.59E-01
264,1.59E-01,2.64E-08,1.59E-01
265,1.59E-01,2.65E-08,1.59E-01
266,1.59E-01,2.66E-08,1.59E-01
267,1.59E-01,2.67E-08,1.59E-01
268,1.59E-01,2.68E-08,1.59E-01
269,1.59E-01,2.69E-08,1.59E-01
270,1.59E-01,0.000000027,1.59E-01
271,1.59E-01,2.71E-08,1.59E-01
272,1.60E-01,2.72E-08,1.60E-01
273,1.60E-01,2.73E-08,1.60E-01
274,1.59E-01,2.74E-08,1.59E-01
275,1.59E-01,2.75E-08,1.59E-01
276,1.61E-01,2.76E-08,1.61E-01
277,1.61E-01,2.77E-08,1.61E-01
278,1.61E-01,2.78E-08,1.61E-01
279,1.61E-01,2.79E-08,1.61E-01
280,1.62E-01,0.000000028,1.62E-01
281,1.62E-01,2.81E-08,1.62E-01
282,1.60E-01,2.82E-08,1.60E-01
283,1.60E-01,2.83E-08,1.60E-01
284,1.65E-01,2.84E-08,1.65E-01
285,1.65E-01,2.85E-08,1.65E-01
286,1.63E-01,2.86E-08,1.63E-01
287,1.63E-01,2.87E-08,1.63E-01
288,1.67E-01,2.88E-08,1.67E-01
289,1.67E-01,2.89E-08,1.67E-01
290,1.65E-01,0.000000029,1.65E-01
291,1.65E-01,2.91E-08,1.65E-01
292,1.71E-01,2.92E-08,1.71E-01
293,1.71E-01,2.93E-08,1.71E-01
294,1.69E-01,2.94E-08,1.69E-01
295,1.69E-01,2.95E-08,1.69E-01
296,1.73E-01,2.96E-08,1.73E-01
297,1.73E-01,2.97E-08,1.73E-01
298,1.71E-01,2.98E-08,1.71E-01
299,1.71E-01,2.99E-08,1.71E-01
300,1.75E-01,0.00000003,1.75E-01
301,1.75E-01,3.01E-08,1.75E-01
302,1.74E-01,3.02E-08,1.74E-01
303,1.74E-01,3.03E-08,1.74E-01
304,1.78E-01,3.04E-08,1.78E-01
305,1.78E-01,3.05E-08,1.78E-01
306,1.75E-01,3.06E-08,1.75E-01
307,1.75E-01,3.07E-08,1.75E-01
308,1.82E-01,3.08E-08,1.82E-01
309,1.82E-01,3.09E-08,1.82E-01
310,1.80E-01,0.000000031,1.80E-01
311,1.80E-01,3.11E-08,1.80E-01
312,1.85E-01,3.12E-08,1.85E-01
313,1.85E-01,3.13E-08,1.85E-01
314,1.82E-01,3.14E-08,1.82E-01
315,1.82E-01,3.15E-08,1.82E-01
316,1.87E-01,3.16E-08,1.87E-01
317,1.87E-01,3.17E-08,1.87E-01
318,1.86E-01,3.18E-08,1.86E-01
319,1.86E-01,3.19E-08,1.86E-01
320,1.88E-01,0.000000032,1.88E-01
321,1.88E-01,3.21E-08,1.88E-01
322,1.87E-01,3.22E-08,1.87E-01
323,1.87E-01,3.23E-08,1.87E-01
324,1.89E-01,3.24E-08,1.89E-01
325,1.89E-01,3.25E-08,1.89E-01
326,1.88E-01,3.26E-08,1.88E-01
327,1.88E-01,3.27E-08,1.88E-01
328,1.91E-01,3.28E-08,1.91E-01
329,1.91E-01,3.29E-08,1.91E-01
330,1.89E-01,0.000000033,1.89E-01
331,1.89E-01,3.31E-08,1.89E-01
332,1.90E-01,3.32E-08,1.90E-01
333,1.90E-01,3.33E-08,1.90E-01
334,1.90E-01,3.34E-08,1.90E-01
335,1.90E-01,3.35E-08,1.90E-01
336,1.90E-01,3.36E-08,1.90E-01
337,1.90E-01,3.37E-08,1.90E-01
338,1.90E-01,3.38E-08,1.90E-01
339,1.90E-01,3.39E-08,1.90E-01
340,1.90E-01,0.000000034,1.90E-01
341,1.90E-01,3.41E-08,1.90E-01
342,1.90E-01,3.42E-08,1.90E-01
343,1.90E-01,3.43E-08,1.90E-01
344,1.89E-01,3.44E-08,1.89E-01
345,1.89E-01,3.45E-08,1.89E-01
346,1.89E-01,3.46E-08,1.89E-01
347,1.89E-01,3.47E-08,1.89E-01
348,1.88E-01,3.48E-08,1.88E-01
349,1.88E-01,3.49E-08,1.88E-01
350,1.88E-01,0.000000035,1.88E-01
351,1.88E-01,3.51E-08,1.88E-01
352,1.88E-01,3.52E-08,1.88E-01
353,1.88E-01,3.53E-08,1.88E-01
354,1.88E-01,3.54E-08,1.88E-01
355,1.88E-01,3.55E-08,1.88E-01
356,1.88E-01,3.56E-08,1.88E-01
357,1.88E-01,3.57E-08,1.88E-01
358,1.88E-01,3.58E-08,1.88E-01
359,1.88E-01,3.59E-08,1.88E-01
360,1.87E-01,0.000000036,1.87E-01
361,1.87E-01,3.61E-08,1.87E-01
362,1.87E-01,3.62E-08,1.87E-01
363,1.87E-01,3.63E-08,1.87E-01
364,1.87E-01,3.64E-08,1.87E-01
365,1.87E-01,3.65E-08,1.87E-01
366,1.87E-01,3.66E-08,1.87E-01
367,1.87E-01,3.67E-08,1.87E-01
368,1.86E-01,3.68E-08,1.86E-01
369,1.86E-01,3.69E-08,1.86E-01
370,1.85E-01,0.000000037,1.85E-01
371,1.85E-01,3.71E-08,1.85E-01
372,1.86E-01,3.72E-08,1.86E-01
373,1.86E-01,3.73E-08,1.86E-01
374,1.86E-01,3.74E-08,1.86E-01
375,1.86E-01,3.75E-08,1.86E-01
376,1.85E-01,3.76E-08,1.85E-01
377,1.85E-01,3.77E-08,1.85E-01
378,1.85E-01,3.78E-08,1.85E-01
379,1.85E-01,3.79E-08,1.85E-01
380,1.84E-01,0.000000038,1.84E-01
381,1.84E-01,3.81E-08,1.84E-01
382,1.84E-01,3.82E-08,1.84E-01
383,1.84E-01,3.83E-08,1.84E-01
384,1.84E-01,3.84E-08,1.84E-01
385,1.84E-01,3.85E-08,1.84E-01
386,1.84E-01,3.86E-08,1.84E-01
387,1.84E-01,3.87E-08,1.84E-01
388,1.84E-01,3.88E-08,1.84E-01
389,1.84E-01,3.89E-08,1.84E-01
390,1.84E-01,0.000000039,1.84E-01
391,1.84E-01,3.91E-08,1.84E-01
392,1.83E-01,3.92E-08,1.83E-01
393,1.83E-01,3.93E-08,1.83E-01
394,1.82E-01,3.94E-08,1.82E-01
395,1.82E-01,3.95E-08,1.82E-01
396,1.83E-01,3.96E-08,1.83E-01
397,1.83E-01,3.97E-08,1.83E-01
398,1.83E-01,3.98E-08,1.83E-01
399,1.83E-01,3.99E-08,1.83E-01
400,1.83E-01,0.00000004,1.83E-01
401,1.83E-01,4.01E-08,1.83E-01
402,1.82E-01,4.02E-08,1.82E-01
403,1.82E-01,4.03E-08,1.82E-01
404,1.84E-01,4.04E-08,1.84E-01
405,1.84E-01,4.05E-08,1.84E-01
406,1.83E-01,4.06E-08,1.83E-01
407,1.83E-01,4.07E-08,1.83E-01
408,1.83E-01,4.08E-08,1.83E-01
409,1.83E-01,4.09E-08,1.83E-01
410,1.83E-01,0.000000041,1.83E-01
411,1.83E-01,4.11E-08,1.83E-01
412,1.82E-01,4.12E-08,1.82E-01
413,1.82E-01,4.13E-08,1.82E-01
414,1.82E-01,4.14E-08,1.82E-01
415,1.82E-01,4.15E-08,1.82E-01
416,1.81E-01,4.16E-08,1.81E-01
417,1.81E-01,4.17E-08,1.81E-01
418,1.81E-01,4.18E-08,1.81E-01
419,1.81E-01,4.19E-08,1.81E-01
420,1.82E-01,0.000000042,1.82E-01
421,1.82E-01,4.21E-08,1.82E-01
422,1.81E-01,4.22E-08,1.81E-01
423,1.81E-01,4.23E-08,1.81E-01
424,1.83E-01,4.24E-08,1.83E-01
425,1.83E-01,4.25E-08,1.83E-01
426,1.82E-01,4.26E-08,1.82E-01
427,1.82E-01,4.27E-08,1.82E-01
428,1.84E-01,4.28E-08,1.84E-01
429,1.84E-01,4.29E-08,1.84E-01
430,1.83E-01,0.000000043,1.83E-01
431,1.83E-01,4.31E-08,1.83E-01
432,1.83E-01,4.32E-08,1.83E-01
433,1.83E-01,4.33E-08,1.83E-01
434,1.82E-01,4.34E-08,1.82E-01
435,1.82E-01,4.35E-08,1.82E-01
436,1.85E-01,4.36E-08,1.85E-01
437,1.85E-01,4.37E-08,1.85E-01
438,1.83E-01,4.38E-08,1.83E-01
439,1.83E-01,4.39E-08,1.83E-01
440,1.85E-01,0.000000044,1.85E-01
441,1.85E-01,4.41E-08,1.85E-01
442,1.84E-01,4.42E-08,1.84E-01
443,1.84E-01,4.43E-08,1.84E-01
444,1.86E-01,4.44E-08,1.86E-01
445,1.86E-01,4.45E-08,1.86E-01
446,1.86E-01,4.46E-08,1.86E-01
447,1.86E-01,4.47E-08,1.86E-01
448,1.85E-01,4.48E-08,1.85E-01
449,1.85E-01,4.49E-08,1.85E-01
450,1.86E-01,0.000000045,1.86E-01
451,1.86E-01,4.51E-08,1.86E-01
452,1.86E-01,4.52E-08,1.86E-01
453,1.86E-01,4.53E-08,1.86E-01
454,1.86E-01,4.54E-08,1.86E-01
455,1.86E-01,4.55E-08,1.86E-01
456,1.87E-01,4.56E-08,1.87E-01
457,1.87E-01,4.57E-08,1.87E-01
458,1.87E-01,4.58E-08,1.87E-01
459,1.87E-01,4.59E-08,1.87E-01
460,1.88E-01,0.000000046,1.88E-01
461,1.88E-01,4.61E-08,1.88E-01
462,1.88E-01,4.62E-08,1.88E-01
463,1.88E-01,4.63E-08,1.88E-01
464,1.88E-01,4.64E-08,1.88E-01
465,1.88E-01,4.65E-08,1.88E-01
466,1.88E-01,4.66E-08,1.88E-01
467,1.88E-01,4.67E-08,1.88E-01
468,1.89E-01,4.68E-08,1.89E-01
469,1.89E-01,4.69E-08,1.89E-01
470,1.88E-01,0.000000047,1.88E-01
471,1.88E-01,4.71E-08,1.88E-01
472,1.91E-01,4.72E-08,1.91E-01
473,1.91E-01,4.73E-08,1.91E-01
474,1.89E-01,4.74E-08,1.89E-01
475,1.89E-01,4.75E-08,1.89E-01
476,1.91E-01,4.76E-08,1.91E-01
477,1.91E-01,4.77E-08,1.91E-01
478,1.91E-01,4.78E-08,1.91E-01
479,1.91E-01,4.79E-08,1.91E-01
480,1.91E-01,0.000000048,1.91E-01
481,1.91E-01,4.81E-08,1.91E-01
482,1.91E-01,4.82E-08,1.91E-01
483,1.91E-01,4.83E-08,1.91E-01
484,1.90E-01,4.84E-08,1.90E-01
485,1.90E-01,4.85E-08,1.90E-01
486,1.90E-01,4.86E-08,1.90E-01
487,1.90E-01,4.87E-08,1.90E-01
488,1.91E-01,4.88E-08,1.91E-01
489,1.91E-01,4.89E-08,1.91E-01
490,1.91E-01,0.000000049,1.91E-01
491,1.91E-01,4.91E-08,1.91E-01
492,1.90E-01,4.92E-08,1.90E-01
493,1.90E-01,4.93E-08,1.90E-01
494,1.91E-01,4.94E-08,1.91E-01
495,1.91E-01,4.95E-08,1.91E-01
496,1.90E-01,4.96E-08,1.90E-01
497,1.90E-01,4.97E-08,1.90E-01
498,1.90E-01,4.98E-08,1.90E-01
499,1.90E-01,4.99E-08,1.90E-01
500,1.88E-01,0.00000005,1.88E-01
501,1.88E-01,5.01E-08,1.88E-01
502,1.89E-01,5.02E-08,1.89E-01
503,1.89E-01,5.03E-08,1.89E-01
504,1.86E-01,5.04E-08,1.86E-01
505,1.86E-01,5.05E-08,1.86E-01
506,1.88E-01,5.06E-08,1.88E-01
507,1.88E-01,5.07E-08,1.88E-01
508,1.85E-01,5.08E-08,1.85E-01
509,1.85E-01,5.09E-08,1.85E-01
510,1.86E-01,0.000000051,1.86E-01
511,1.86E-01,5.11E-08,1.86E-01
512,1.83E-01,5.12E-08,1.83E-01
513,1.83E-01,5.13E-08,1.83E-01
514,1.83E-01,5.14E-08,1.83E-01
515,1.83E-01,5.15E-08,1.83E-01
516,1.81E-01,5.16E-08,1.81E-01
517,1.81E-01,5.17E-08,1.81E-01
518,1.81E-01,5.18E-08,1.81E-01
519,1.81E-01,5.19E-08,1.81E-01
520,1.77E-01,0.000000052,1.77E-01
521,1.77E-01,5.21E-08,1.77E-01
522,1.78E-01,5.22E-08,1.78E-01
523,1.78E-01,5.23E-08,1.78E-01
524,1.74E-01,5.24E-08,1.74E-01
525,1.74E-01,5.25E-08,1.74E-01
526,1.76E-01,5.26E-08,1.76E-01
527,1.76E-01,5.27E-08,1.76E-01
528,1.71E-01,5.28E-08,1.71E-01
529,1.71E-01,5.29E-08,1.71E-01
530,1.72E-01,0.000000053,1.72E-01
531,1.72E-01,5.31E-08,1.72E-01
532,1.69E-01,5.32E-08,1.69E-01
533,1.69E-01,5.33E-08,1.69E-01
534,1.70E-01,5.34E-08,1.70E-01
535,1.70E-01,5.35E-08,1.70E-01
536,1.64E-01,5.36E-08,1.64E-01
537,1.64E-01,5.37E-08,1.64E-01
538,1.66E-01,5.38E-08,1.66E-01
539,1.66E-01,5.39E-08,1.66E-01
540,1.62E-01,0.000000054,1.62E-01
541,1.62E-01,5.41E-08,1.62E-01
542,1.63E-01,5.42E-08,1.63E-01
543,1.63E-01,5.43E-08,1.63E-01
544,1.60E-01,5.44E-08,1.60E-01
545,1.60E-01,5.45E-08,1.60E-01
546,1.61E-01,5.46E-08,1.61E-01
547,1.61E-01,5.47E-08,1.61E-01
548,1.58E-01,5.48E-08,1.58E-01
549,1.58E-01,5.49E-08,1.58E-01
550,1.59E-01,0.000000055,1.59E-01
551,1.59E-01,5.51E-08,1.59E-01
552,1.58E-01,5.52E-08,1.58E-01
553,1.58E-01,5.53E-08,1.58E-01
554,1.58E-01,5.54E-08,1.58E-01
555,1.58E-01,5.55E-08,1.58E-01
556,1.58E-01,5.56E-08,1.58E-01
557,1.58E-01,5.57E-08,1.58E-01
558,1.58E-01,5.58E-08,1.58E-01
559,1.58E-01,5.59E-08,1.58E-01
560,1.59E-01,0.000000056,1.59E-01
561,1.59E-01,5.61E-08,1.59E-01
562,1.58E-01,5.62E-08,1.58E-01
563,1.58E-01,5.63E-08,1.58E-01
564,1.61E-01,5.64E-08,1.61E-01
565,1.61E-01,5.65E-08,1.61E-01
566,1.60E-01,5.66E-08,1.60E-01
567,1.60E-01,5.67E-08,1.60E-01
568,1.63E-01,5.68E-08,1.63E-01
569,1.63E-01,5.69E-08,1.63E-01
570,1.61E-01,0.000000057,1.61E-01
571,1.61E-01,5.71E-08,1.61E-01
572,1.67E-01,5.72E-08,1.67E-01
573,1.67E-01,5.73E-08,1.67E-01
574,1.65E-01,5.74E-08,1.65E-01
575,1.65E-01,5.75E-08,1.65E-01
576,1.71E-01,5.76E-08,1.71E-01
577,1.71E-01,5.77E-08,1.71E-01
578,1.70E-01,5.78E-08,1.70E-01
579,1.70E-01,5.79E-08,1.70E-01
580,1.75E-01,0.000000058,1.75E-01
581,1.75E-01,5.81E-08,1.75E-01
582,1.73E-01,5.82E-08,1.73E-01
583,1.73E-01,5.83E-08,1.73E-01
584,1.78E-01,5.84E-08,1.78E-01
585,1.78E-01,5.85E-08,1.78E-01
586,1.76E-01,5.86E-08,1.76E-01
587,1.76E-01,5.87E-08,1.76E-01
588,1.83E-01,5.88E-08,1.83E-01
589,1.83E-01,5.89E-08,1.83E-01
590,1.81E-01,0.000000059,1.81E-01
591,1.81E-01,5.91E-08,1.81E-01
592,1.87E-01,5.92E-08,1.87E-01
593,1.87E-01,5.93E-08,1.87E-01
594,1.85E-01,5.94E-08,1.85E-01
595,1.85E-01,5.95E-08,1.85E-01
596,1.88E-01,5.96E-08,1.88E-01
597,1.88E-01,5.97E-08,1.88E-01
598,1.88E-01,5.98E-08,1.88E-01
599,1.88E-01,5.99E-08,1.88E-01
600,1.92E-01,0.00000006,1.92E-01
601,1.92E-01,6.01E-08,1.92E-01
602,1.90E-01,6.02E-08,1.90E-01
603,1.90E-01,6.03E-08,1.90E-01
604,1.94E-01,6.04E-08,1.94E-01
605,1.94E-01,6.05E-08,1.94E-01
606,1.93E-01,6.06E-08,1.93E-01
607,1.93E-01,6.07E-08,1.93E-01
608,1.94E-01,6.08E-08,1.94E-01
609,1.94E-01,6.09E-08,1.94E-01
