X,CH1,Start,Increment
610,1.93E-01,0.000000061,1.93E-01
611,1.93E-01,6.11E-08,1.93E-01
612,1.95E-01,6.12E-08,1.95E-01
613,1.95E-01,6.13E-08,1.95E-01
614,1.95E-01,6.14E-08,1.95E-01
615,1.95E-01,6.15E-08,1.95E-01
616,1.94E-01,6.16E-08,1.94E-01
617,1.94E-01,6.17E-08,1.94E-01
618,1.95E-01,6.18E-08,1.95E-01
619,1.95E-01,6.19E-08,1.95E-01
620,1.92E-01,0.000000062,1.92E-01
621,1.92E-01,6.21E-08,1.92E-01
622,1.94E-01,6.22E-08,1.94E-01
623,1.94E-01,6.23E-08,1.94E-01
624,1.90E-01,6.24E-08,1.90E-01
625,1.90E-01,6.25E-08,1.90E-01
626,1.91E-01,6.26E-08,1.91E-01
627,1.91E-01,6.27E-08,1.91E-01
628,1.89E-01,6.28E-08,1.89E-01
629,1.89E-01,6.29E-08,1.89E-01
630,1.90E-01,0.000000063,1.90E-01
631,1.90E-01,6.31E-08,1.90E-01
632,1.87E-01,6.32E-08,1.87E-01
633,1.87E-01,6.33E-08,1.87E-01
634,1.88E-01,6.34E-08,1.88E-01
635,1.88E-01,6.35E-08,1.88E-01
636,1.84E-01,6.36E-08,1.84E-01
637,1.84E-01,6.37E-08,1.84E-01
638,1.85E-01,6.38E-08,1.85E-01
639,1.85E-01,6.39E-08,1.85E-01
640,1.80E-01,0.000000064,1.80E-01
641,1.80E-01,6.41E-08,1.80E-01
642,1.81E-01,6.42E-08,1.81E-01
643,1.81E-01,6.43E-08,1.81E-01
644,1.77E-01,6.44E-08,1.77E-01
645,1.77E-01,6.45E-08,1.77E-01
646,1.78E-01,6.46E-08,1.78E-01
647,1.78E-01,6.47E-08,1.78E-01
648,1.73E-01,6.48E-08,1.73E-01
649,1.73E-01,6.49E-08,1.73E-01
650,1.75E-01,0.000000065,1.75E-01
651,1.75E-01,6.51E-08,1.75E-01
652,1.69E-01,6.52E-08,1.69E-01
653,1.69E-01,6.53E-08,1.69E-01
654,1.72E-01,6.54E-08,1.72E-01
655,1.72E-01,6.55E-08,1.72E-01
656,1.66E-01,6.56E-08,1.66E-01
657,1.66E-01,6.57E-08,1.66E-01
658,1.67E-01,6.58E-08,1.67E-01
659,1.67E-01,6.59E-08,1.67E-01
660,1.64E-01,0.000000066,1.64E-01
661,1.64E-01,6.61E-08,1.64E-01
662,1.65E-01,6.62E-08,1.65E-01
663,1.65E-01,6.63E-08,1.65E-01
664,1.63E-01,6.64E-08,1.63E-01
665,1.63E-01,6.65E-08,1.63E-01
666,1.63E-01,6.66E-08,1.63E-01
667,1.63E-01,6.67E-08,1.63E-01
668,1.60E-01,6.68E-08,1.60E-01
669,1.60E-01,6.69E-08,1.60E-01
670,1.62E-01,0.000000067,1.62E-01
671,1.62E-01,6.71E-08,1.62E-01
672,1.61E-01,6.72E-08,1.61E-01
673,1.61E-01,6.73E-08,1.61E-01
674,1.60E-01,6.74E-08,1.60E-01
675,1.60E-01,6.75E-08,1.60E-01
676,1.60E-01,6.76E-08,1.60E-01
677,1.60E-01,6.77E-08,1.60E-01
678,1.60E-01,6.78E-08,1.60E-01
679,1.60E-01,6.79E-08,1.60E-01
680,1.61E-01,0.000000068,1.61E-01
681,1.61E-01,6.81E-08,1.61E-01
682,1.61E-01,6.82E-08,1.61E-01
683,1.61E-01,6.83E-08,1.61E-01
684,1.60E-01,6.84E-08,1.60E-01
685,1.60E-01,6.85E-08,1.60E-01
686,1.60E-01,6.86E-08,1.60E-01
687,1.60E-01,6.87E-08,1.60E-01
688,1.61E-01,6.88E-08,1.61E-01
689,1.61E-01,6.89E-08,1.61E-01
690,1.60E-01,0.000000069,1.60E-01
691,1.60E-01,6.91E-08,1.60E-01
692,1.63E-01,6.92E-08,1.63E-01
693,1.63E-01,6.93E-08,1.63E-01
694,1.62E-01,6.94E-08,1.62E-01
695,1.62E-01,6.95E-08,1.62E-01
696,1.65E-01,6.96E-08,1.65E-01
697,1.65E-01,6.97E-08,1.65E-01
698,1.64E-01,6.98E-08,1.64E-01
699,1.64E-01,6.99E-08,1.64E-01
700,1.67E-01,0.00000007,1.67E-01
701,1.67E-01,7.01E-08,1.67E-01
702,1.66E-01,7.02E-08,1.66E-01
703,1.66E-01,7.03E-08,1.66E-01
704,1.68E-01,7.04E-08,1.68E-01
705,1.68E-01,7.05E-08,1.68E-01
706,1.67E-01,7.06E-08,1.67E-01
707,1.67E-01,7.07E-08,1.67E-01
708,1.71E-01,7.08E-08,1.71E-01
709,1.71E-01,7.09E-08,1.71E-01
710,1.70E-01,0.000000071,1.70E-01
711,1.70E-01,7.11E-08,1.70E-01
712,1.72E-01,7.12E-08,1.72E-01
713,1.72E-01,7.13E-08,1.72E-01
714,1.72E-01,7.14E-08,1.72E-01
715,1.72E-01,7.15E-08,1.72E-01
716,1.73E-01,7.16E-08,1.73E-01
717,1.73E-01,7.17E-08,1.73E-01
718,1.72E-01,7.18E-08,1.72E-01
719,1.72E-01,7.19E-08,1.72E-01
720,1.73E-01,0.000000072,1.73E-01
721,1.73E-01,7.21E-08,1.73E-01
722,1.73E-01,7.22E-08,1.73E-01
723,1.73E-01,7.23E-08,1.73E-01
724,1.73E-01,7.24E-08,1.73E-01
725,1.73E-01,7.25E-08,1.73E-01
726,1.73E-01,7.26E-08,1.73E-01
727,1.73E-01,7.27E-08,1.73E-01
728,1.73E-01,7.28E-08,1.73E-01
729,1.73E-01,7.29E-08,1.73E-01
730,1.73E-01,0.000000073,1.73E-01
731,1.73E-01,7.31E-08,1.73E-01
732,1.72E-01,7.32E-08,1.72E-01
733,1.72E-01,7.33E-08,1.72E-01
734,1.73E-01,7.34E-08,1.73E-01
735,1.73E-01,7.35E-08,1.73E-01
736,1.70E-01,7.36E-08,1.70E-01
737,1.70E-01,7.37E-08,1.70E-01
738,1.70E-01,7.38E-08,1.70E-01
739,1.70E-01,7.39E-08,1.70E-01
740,1.68E-01,0.000000074,1.68E-01
741,1.68E-01,7.41E-08,1.68E-01
742,1.69E-01,7.42E-08,1.69E-01
743,1.69E-01,7.43E-08,1.69E-01
744,1.68E-01,7.44E-08,1.68E-01
745,1.68E-01,7.45E-08,1.68E-01
746,1.68E-01,7.46E-08,1.68E-01
747,1.68E-01,7.47E-08,1.68E-01
748,1.65E-01,7.48E-08,1.65E-01
749,1.65E-01,7.49E-08,1.65E-01
750,1.66E-01,0.000000075,1.66E-01
751,1.66E-01,7.51E-08,1.66E-01
752,1.63E-01,7.52E-08,1.63E-01
753,1.63E-01,7.53E-08,1.63E-01
754,1.63E-01,7.54E-08,1.63E-01
755,1.63E-01,7.55E-08,1.63E-01
756,1.61E-01,7.56E-08,1.61E-01
757,1.61E-01,7.57E-08,1.61E-01
758,1.62E-01,7.58E-08,1.62E-01
759,1.62E-01,7.59E-08,1.62E-01
760,1.60E-01,0.000000076,1.60E-01
761,1.60E-01,7.61E-08,1.60E-01
762,1.60E-01,7.62E-08,1.60E-01
763,1.60E-01,7.63E-08,1.60E-01
764,1.59E-01,7.64E-08,1.59E-01
765,1.59E-01,7.65E-08,1.59E-01
766,1.60E-01,7.66E-08,1.60E-01
767,1.60E-01,7.67E-08,1.60E-01
768,1.58E-01,7.68E-08,1.58E-01
769,1.58E-01,7.69E-08,1.58E-01
770,1.58E-01,0.000000077,1.58E-01
771,1.58E-01,7.71E-08,1.58E-01
772,1.57E-01,7.72E-08,1.57E-01
773,1.57E-01,7.73E-08,1.57E-01
774,1.58E-01,7.74E-08,1.58E-01
775,1.58E-01,7.75E-08,1.58E-01
776,1.57E-01,7.76E-08,1.57E-01
777,1.57E-01,7.77E-08,1.57E-01
778,1.56E-01,7.78E-08,1.56E-01
779,1.56E-01,7.79E-08,1.56E-01
780,1.55E-01,0.000000078,1.55E-01
781,1.55E-01,7.81E-08,1.55E-01
782,1.56E-01,7.82E-08,1.56E-01
783,1.56E-01,7.83E-08,1.56E-01
784,1.56E-01,7.84E-08,1.56E-01
785,1.56E-01,7.85E-08,1.56E-01
786,1.54E-01,7.86E-08,1.54E-01
787,1.54E-01,7.87E-08,1.54E-01
788,1.54E-01,7.88E-08,1.54E-01
789,1.54E-01,7.89E-08,1.54E-01
790,1.55E-01,0.000000079,1.55E-01
791,1.55E-01,7.91E-08,1.55E-01
792,1.56E-01,7.92E-08,1.56E-01
793,1.56E-01,7.93E-08,1.56E-01
794,1.55E-01,7.94E-08,1.55E-01
795,1.55E-01,7.95E-08,1.55E-01
796,1.57E-01,7.96E-08,1.57E-01
797,1.57E-01,7.97E-08,1.57E-01
798,1.57E-01,7.98E-08,1.57E-01
799,1.57E-01,7.99E-08,1.57E-01
800,1.58E-01,0.00000008,1.58E-01
801,1.58E-01,8.01E-08,1.58E-01
802,1.58E-01,8.02E-08,1.58E-01
803,1.58E-01,8.03E-08,1.58E-01
804,1.59E-01,8.04E-08,1.59E-01
805,1.59E-01,8.05E-08,1.59E-01
806,1.59E-01,8.06E-08,1.59E-01
807,1.59E-01,8.07E-08,1.59E-01
808,1.62E-01,8.08E-08,1.62E-01
809,1.62E-01,8.09E-08,1.62E-01
810,1.60E-01,0.000000081,1.60E-01
811,1.60E-01,8.11E-08,1.60E-01
812,1.65E-01,8.12E-08,1.65E-01
813,1.65E-01,8.13E-08,1.65E-01
814,1.63E-01,8.14E-08,1.63E-01
815,1.63E-01,8.15E-08,1.63E-01
816,1.67E-01,8.16E-08,1.67E-01
817,1.67E-01,8.17E-08,1.67E-01
818,1.65E-01,8.18E-08,1.65E-01
819,1.65E-01,8.19E-08,1.65E-01
820,1.68E-01,0.000000082,1.68E-01
821,1.68E-01,8.21E-08,1.68E-01
822,1.67E-01,8.22E-08,1.67E-01
823,1.67E-01,8.23E-08,1.67E-01
824,1.71E-01,8.24E-08,1.71E-01
825,1.71E-01,8.25E-08,1.71E-01
826,1.69E-01,8.26E-08,1.69E-01
827,1.69E-01,8.27E-08,1.69E-01
828,1.72E-01,8.28E-08,1.72E-01
829,1.72E-01,8.29E-08,1.72E-01
830,1.71E-01,0.000000083,1.71E-01
831,1.71E-01,8.31E-08,1.71E-01
832,1.73E-01,8.32E-08,1.73E-01
833,1.73E-01,8.33E-08,1.73E-01
834,1.73E-01,8.34E-08,1.73E-01
835,1.73E-01,8.35E-08,1.73E-01
836,1.76E-01,8.36E-08,1.76E-01
837,1.76E-01,8.37E-08,1.76E-01
838,1.74E-01,8.38E-08,1.74E-01
839,1.74E-01,8.39E-08,1.74E-01
840,1.77E-01,0.000000084,1.77E-01
841,1.77E-01,8.41E-08,1.77E-01
842,1.77E-01,8.42E-08,1.77E-01
843,1.77E-01,8.43E-08,1.77E-01
844,1.78E-01,8.44E-08,1.78E-01
845,1.78E-01,8.45E-08,1.78E-01
846,1.77E-01,8.46E-08,1.77E-01
847,1.77E-01,8.47E-08,1.77E-01
848,1.79E-01,8.48E-08,1.79E-01
849,1.79E-01,8.49E-08,1.79E-01
850,1.78E-01,0.000000085,1.78E-01
851,1.78E-01,8.51E-08,1.78E-01
852,1.80E-01,8.52E-08,1.80E-01
853,1.80E-01,8.53E-08,1.80E-01
854,1.79E-01,8.54E-08,1.79E-01
855,1.79E-01,8.55E-08,1.79E-01
856,1.82E-01,8.56E-08,1.82E-01
857,1.82E-01,8.57E-08,1.82E-01
858,1.81E-01,8.58E-08,1.81E-01
859,1.81E-01,8.59E-08,1.81E-01
860,1.83E-01,0.000000086,1.83E-01
861,1.83E-01,8.61E-08,1.83E-01
862,1.83E-01,8.62E-08,1.83E-01
863,1.83E-01,8.63E-08,1.83E-01
864,1.84E-01,8.64E-08,1.84E-01
865,1.84E-01,8.65E-08,1.84E-01
866,1.83E-01,8.66E-08,1.83E-01
867,1.83E-01,8.67E-08,1.83E-01
868,1.86E-01,8.68E-08,1.86E-01
869,1.86E-01,8.69E-08,1.86E-01
870,1.84E-01,0.000000087,1.84E-01
871,1.84E-01,8.71E-08,1.84E-01
872,1.87E-01,8.72E-08,1.87E-01
873,1.87E-01,8.73E-08,1.87E-01
874,1.86E-01,8.74E-08,1.86E-01
875,1.86E-01,8.75E-08,1.86E-01
876,1.88E-01,8.76E-08,1.88E-01
877,1.88E-01,8.77E-08,1.88E-01
878,1.87E-01,8.78E-08,1.87E-01
879,1.87E-01,8.79E-08,1.87E-01
880,1.88E-01,0.000000088,1.88E-01
881,1.88E-01,8.81E-08,1.88E-01
882,1.87E-01,8.82E-08,1.87E-01
883,1.87E-01,8.83E-08,1.87E-01
884,1.88E-01,8.84E-08,1.88E-01
885,1.88E-01,8.85E-08,1.88E-01
886,1.88E-01,8.86E-08,1.88E-01
887,1.88E-01,8.87E-08,1.88E-01
888,1.88E-01,8.88E-08,1.88E-01
889,1.88E-01,8.89E-08,1.88E-01
890,1.88E-01,0.000000089,1.88E-01
891,1.88E-01,8.91E-08,1.88E-01
892,1.88E-01,8.92E-08,1.88E-01
893,1.88E-01,8.93E-08,1.88E-01
894,1.89E-01,8.94E-08,1.89E-01
895,1.89E-01,8.95E-08,1.89E-01
896,1.88E-01,8.96E-08,1.88E-01
897,1.88E-01,8.97E-08,1.88E-01
898,1.88E-01,8.98E-08,1.88E-01
899,1.88E-01,8.99E-08,1.88E-01
900,1.89E-01,0.00000009,1.89E-01
901,1.89E-01,9.01E-08,1.89E-01
902,1.88E-01,9.02E-08,1.88E-01
903,1.88E-01,9.03E-08,1.88E-01
904,1.88E-01,9.04E-08,1.88E-01
905,1.88E-01,9.05E-08,1.88E-01
906,1.88E-01,9.06E-08,1.88E-01
907,1.88E-01,9.07E-08,1.88E-01
908,1.88E-01,9.08E-08,1.88E-01
909,1.88E-01,9.09E-08,1.88E-01
910,1.88E-01,0.000000091,1.88E-01
911,1.88E-01,9.11E-08,1.88E-01
912,1.88E-01,9.12E-08,1.88E-01
913,1.88E-01,9.13E-08,1.88E-01
914,1.88E-01,9.14E-08,1.88E-01
915,1.88E-01,9.15E-08,1.88E-01
916,1.88E-01,9.16E-08,1.88E-01
917,1.88E-01,9.17E-08,1.88E-01
918,1.88E-01,9.18E-08,1.88E-01
919,1.88E-01,9.19E-08,1.88E-01
920,1.87E-01,0.000000092,1.87E-01
921,1.87E-01,9.21E-08,1.87E-01
922,1.87E-01,9.22E-08,1.87E-01
923,1.87E-01,9.23E-08,1.87E-01
924,1.86E-01,9.24E-08,1.86E-01
925,1.86E-01,9.25E-08,1.86E-01
926,1.86E-01,9.26E-08,1.86E-01
927,1.86E-01,9.27E-08,1.86E-01
928,1.84E-01,9.28E-08,1.84E-01
929,1.84E-01,9.29E-08,1.84E-01
930,1.86E-01,0.000000093,1.86E-01
931,1.86E-01,9.31E-08,1.86E-01
932,1.83E-01,9.32E-08,1.83E-01
933,1.83E-01,9.33E-08,1.83E-01
934,1.83E-01,9.34E-08,1.83E-01
935,1.83E-01,9.35E-08,1.83E-01
936,1.82E-01,9.36E-08,1.82E-01
937,1.82E-01,9.37E-08,1.82E-01
938,1.83E-01,9.38E-08,1.83E-01
939,1.83E-01,9.39E-08,1.83E-01
940,1.83E-01,0.000000094,1.83E-01
941,1.83E-01,9.41E-08,1.83E-01
942,1.83E-01,9.42E-08,1.83E-01
943,1.83E-01,9.43E-08,1.83E-01
944,1.82E-01,9.44E-08,1.82E-01
945,1.82E-01,9.45E-08,1.82E-01
946,1.82E-01,9.46E-08,1.82E-01
947,1.82E-01,9.47E-08,1.82E-01
948,1.81E-01,9.48E-08,1.81E-01
949,1.81E-01,9.49E-08,1.81E-01
950,1.81E-01,0.000000095,1.81E-01
951,1.81E-01,9.51E-08,1.81E-01
952,1.79E-01,9.52E-08,1.79E-01
953,1.79E-01,9.53E-08,1.79E-01
954,1.79E-01,9.54E-08,1.79E-01
955,1.79E-01,9.55E-08,1.79E-01
956,1.80E-01,9.56E-08,1.80E-01
957,1.80E-01,9.57E-08,1.80E-01
958,1.79E-01,9.58E-08,1.79E-01
959,1.79E-01,9.59E-08,1.79E-01
960,1.80E-01,0.000000096,1.80E-01
961,1.80E-01,9.61E-08,1.80E-01
962,1.80E-01,9.62E-08,1.80E-01
963,1.80E-01,9.63E-08,1.80E-01
964,1.80E-01,9.64E-08,1.80E-01
965,1.80E-01,9.65E-08,1.80E-01
966,1.79E-01,9.66E-08,1.79E-01
967,1.79E-01,9.67E-08,1.79E-01
968,1.81E-01,9.68E-08,1.81E-01
969,1.81E-01,9.69E-08,1.81E-01
970,1.79E-01,0.000000097,1.79E-01
971,1.79E-01,9.71E-08,1.79E-01
972,1.81E-01,9.72E-08,1.81E-01
973,1.81E-01,9.73E-08,1.81E-01
974,1.81E-01,9.74E-08,1.81E-01
975,1.81E-01,9.75E-08,1.81E-01
976,1.81E-01,9.76E-08,1.81E-01
977,1.81E-01,9.77E-08,1.81E-01
978,1.80E-01,9.78E-08,1.80E-01
979,1.80E-01,9.79E-08,1.80E-01
980,1.81E-01,0.000000098,1.81E-01
981,1.81E-01,9.81E-08,1.81E-01
982,1.81E-01,9.82E-08,1.81E-01
983,1.81E-01,9.83E-08,1.81E-01
984,1.82E-01,9.84E-08,1.82E-01
985,1.82E-01,9.85E-08,1.82E-01
986,1.81E-01,9.86E-08,1.81E-01
987,1.81E-01,9.87E-08,1.81E-01
988,1.82E-01,9.88E-08,1.82E-01
989,1.82E-01,9.89E-08,1.82E-01
990,1.82E-01,0.000000099,1.82E-01
991,1.82E-01,9.91E-08,1.82E-01
992,1.82E-01,9.92E-08,1.82E-01
993,1.82E-01,9.93E-08,1.82E-01
994,1.81E-01,9.94E-08,1.81E-01
995,1.81E-01,9.95E-08,1.81E-01
996,1.82E-01,9.96E-08,1.82E-01
997,1.82E-01,9.97E-08,1.82E-01
998,1.81E-01,9.98E-08,1.81E-01
999,1.81E-01,9.99E-08,1.81E-01
1000,1.80E-01,0.0000001,1.80E-01
1001,1.80E-01,1.001E-07,1.80E-01
1002,1.81E-01,1.002E-07,1.81E-01
1003,1.81E-01,1.003E-07,1.81E-01
1004,1.79E-01,1.004E-07,1.79E-01
1005,1.79E-01,1.005E-07,1.79E-01
1006,1.79E-01,1.006E-07,1.79E-01
1007,1.79E-01,1.007E-07,1.79E-01
1008,1.77E-01,1.008E-07,1.77E-01
1009,1.77E-01,1.009E-07,1.77E-01
1010,1.77E-01,0.000000101,1.77E-01
1011,1.77E-01,1.011E-07,1.77E-01
1012,1.76E-01,1.012E-07,1.76E-01
1013,1.76E-01,1.013E-07,1.76E-01
1014,1.76E-01,1.014E-07,1.76E-01
1015,1.76E-01,1.015E-07,1.76E-01
1016,1.74E-01,1.016E-07,1.74E-01
1017,1.74E-01,1.017E-07,1.74E-01
1018,1.74E-01,1.018E-07,1.74E-01
1019,1.74E-01,1.019E-07,1.74E-01
1020,1.73E-01,0.000000102,1.73E-01
1021,1.73E-01,1.021E-07,1.73E-01
1022,1.74E-01,1.022E-07,1.74E-01
1023,1.74E-01,1.023E-07,1.74E-01
1024,1.72E-01,1.024E-07,1.72E-01
1025,1.72E-01,1.025E-07,1.72E-01
1026,1.72E-01,1.026E-07,1.72E-01
1027,1.72E-01,1.027E-07,1.72E-01
1028,1.72E-01,1.028E-07,1.72E-01
1029,1.72E-01,1.029E-07,1.72E-01
1030,1.72E-01,0.000000103,1.72E-01
1031,1.72E-01,1.031E-07,1.72E-01
1032,1.71E-01,1.032E-07,1.71E-01
1033,1.71E-01,1.033E-07,1.71E-01
1034,1.70E-01,1.034E-07,1.70E-01
1035,1.70E-01,1.035E-07,1.70E-01
1036,1.70E-01,1.036E-07,1.70E-01
1037,1.70E-01,1.037E-07,1.70E-01
1038,1.70E-01,1.038E-07,1.70E-01
1039,1.70E-01,1.039E-07,1.70E-01
1040,1.70E-01,0.000000104,1.70E-01
1041,1.70E-01,1.041E-07,1.70E-01
1042,1.69E-01,1.042E-07,1.69E-01
1043,1.69E-01,1.043E-07,1.69E-01
1044,1.68E-01,1.044E-07,1.68E-01
1045,1.68E-01,1.045E-07,1.68E-01
1046,1.69E-01,1.046E-07,1.69E-01
1047,1.69E-01,1.047E-07,1.69E-01
1048,1.68E-01,1.048E-07,1.68E-01
1049,1.68E-01,1.049E-07,1.68E-01
1050,1.68E-01,0.000000105,1.68E-01
1051,1.68E-01,1.051E-07,1.68E-01
1052,1.69E-01,1.052E-07,1.69E-01
1053,1.69E-01,1.053E-07,1.69E-01
1054,1.69E-01,1.054E-07,1.69E-01
1055,1.69E-01,1.055E-07,1.69E-01
1056,1.70E-01,1.056E-07,1.70E-01
1057,1.70E-01,1.057E-07,1.70E-01
1058,1.70E-01,1.058E-07,1.70E-01
1059,1.70E-01,1.059E-07,1.70E-01
1060,1.69E-01,0.000000106,1.69E-01
1061,1.69E-01,1.061E-07,1.69E-01
1062,1.70E-01,1.062E-07,1.70E-01
1063,1.70E-01,1.063E-07,1.70E-01
1064,1.72E-01,1.064E-07,1.72E-01
1065,1.72E-01,1.065E-07,1.72E-01
1066,1.70E-01,1.066E-07,1.70E-01
1067,1.70E-01,1.067E-07,1.70E-01
1068,1.73E-01,1.068E-07,1.73E-01
1069,1.73E-01,1.069E-07,1.73E-01
1070,1.72E-01,0.000000107,1.72E-01
1071,1.72E-01,1.071E-07,1.72E-01
1072,1.73E-01,1.072E-07,1.73E-01
1073,1.73E-01,1.073E-07,1.73E-01
1074,1.73E-01,1.074E-07,1.73E-01
1075,1.73E-01,1.075E-07,1.73E-01
1076,1.75E-01,1.076E-07,1.75E-01
1077,1.75E-01,1.077E-07,1.75E-01
1078,1.73E-01,1.078E-07,1.73E-01
1079,1.73E-01,1.079E-07,1.73E-01
1080,1.75E-01,0.000000108,1.75E-01
1081,1.75E-01,1.081E-07,1.75E-01
1082,1.74E-01,1.082E-07,1.74E-01
1083,1.74E-01,1.083E-07,1.74E-01
1084,1.77E-01,1.084E-07,1.77E-01
1085,1.77E-01,1.085E-07,1.77E-01
1086,1.76E-01,1.086E-07,1.76E-01
1087,1.76E-01,1.087E-07,1.76E-01
1088,1.79E-01,1.088E-07,1.79E-01
1089,1.79E-01,1.089E-07,1.79E-01
1090,1.78E-01,0.000000109,1.78E-01
1091,1.78E-01,1.091E-07,1.78E-01
1092,1.81E-01,1.092E-07,1.81E-01
1093,1.81E-01,1.093E-07,1.81E-01
1094,1.79E-01,1.094E-07,1.79E-01
1095,1.79E-01,1.095E-07,1.79E-01
1096,1.82E-01,1.096E-07,1.82E-01
1097,1.82E-01,1.097E-07,1.82E-01
1098,1.81E-01,1.098E-07,1.81E-01
1099,1.81E-01,1.099E-07,1.81E-01
1100,1.83E-01,0.00000011,1.83E-01
1101,1.83E-01,1.101E-07,1.83E-01
1102,1.82E-01,1.102E-07,1.82E-01
1103,1.82E-01,1.103E-07,1.82E-01
1104,1.84E-01,1.104E-07,1.84E-01
1105,1.84E-01,1.105E-07,1.84E-01
1106,1.84E-01,1.106E-07,1.84E-01
1107,1.84E-01,1.107E-07,1.84E-01
1108,1.86E-01,1.108E-07,1.86E-01
1109,1.86E-01,1.109E-07,1.86E-01
1110,1.85E-01,0.000000111,1.85E-01
1111,1.85E-01,1.111E-07,1.85E-01
1112,1.88E-01,1.112E-07,1.88E-01
1113,1.88E-01,1.113E-07,1.88E-01
1114,1.86E-01,1.114E-07,1.86E-01
1115,1.86E-01,1.115E-07,1.86E-01
1116,1.89E-01,1.116E-07,1.89E-01
1117,1.89E-01,1.117E-07,1.89E-01
1118,1.89E-01,1.118E-07,1.89E-01
1119,1.89E-01,1.119E-07,1.89E-01
1120,1.91E-01,0.000000112,1.91E-01
1121,1.91E-01,1.121E-07,1.91E-01
1122,1.90E-01,1.122E-07,1.90E-01
1123,1.90E-01,1.123E-07,1.90E-01
1124,1.94E-01,1.124E-07,1.94E-01
1125,1.94E-01,1.125E-07,1.94E-01
1126,1.93E-01,1.126E-07,1.93E-01
1127,1.93E-01,1.127E-07,1.93E-01
1128,1.96E-01,1.128E-07,1.96E-01
1129,1.96E-01,1.129E-07,1.96E-01
1130,1.95E-01,0.000000113,1.95E-01
1131,1.95E-01,1.131E-07,1.95E-01
1132,1.98E-01,1.132E-07,1.98E-01
1133,1.98E-01,1.133E-07,1.98E-01
1134,1.96E-01,1.134E-07,1.96E-01
1135,1.96E-01,1.135E-07,1.96E-01
1136,1.99E-01,1.136E-07,1.99E-01
1137,1.99E-01,1.137E-07,1.99E-01
1138,1.98E-01,1.138E-07,1.98E-01
1139,1.98E-01,1.139E-07,1.98E-01
1140,2.01E-01,0.000000114,2.01E-01
1141,2.01E-01,1.141E-07,2.01E-01
1142,1.99E-01,1.142E-07,1.99E-01
1143,1.99E-01,1.143E-07,1.99E-01
1144,2.03E-01,1.144E-07,2.03E-01
1145,2.03E-01,1.145E-07,2.03E-01
1146,2.03E-01,1.146E-07,2.03E-01
1147,2.03E-01,1.147E-07,2.03E-01
1148,2.04E-01,1.148E-07,2.04E-01
1149,2.04E-01,1.149E-07,2.04E-01
1150,2.03E-01,0.000000115,2.03E-01
1151,2.03E-01,1.151E-07,2.03E-01
1152,2.04E-01,1.152E-07,2.04E-01
1153,2.04E-01,1.153E-07,2.04E-01
1154,2.04E-01,1.154E-07,2.04E-01
1155,2.04E-01,1.155E-07,2.04E-01
1156,2.06E-01,1.156E-07,2.06E-01
1157,2.06E-01,1.157E-07,2.06E-01
1158,2.04E-01,1.158E-07,2.04E-01
1159,2.04E-01,1.159E-07,2.04E-01
1160,2.05E-01,0.000000116,2.05E-01
1161,2.05E-01,1.161E-07,2.05E-01
1162,2.05E-01,1.162E-07,2.05E-01
1163,2.05E-01,1.163E-07,2.05E-01
1164,2.05E-01,1.164E-07,2.05E-01
1165,2.05E-01,1.165E-07,2.05E-01
1166,2.04E-01,1.166E-07,2.04E-01
1167,2.04E-01,1.167E-07,2.04E-01
1168,2.04E-01,1.168E-07,2.04E-01
1169,2.04E-01,1.169E-07,2.04E-01
1170,2.03E-01,0.000000117,2.03E-01
1171,2.03E-01,1.171E-07,2.03E-01
1172,2.03E-01,1.172E-07,2.03E-01
1173,2.03E-01,1.173E-07,2.03E-01
1174,2.03E-01,1.174E-07,2.03E-01
1175,2.03E-01,1.175E-07,2.03E-01
1176,2.02E-01,1.176E-07,2.02E-01
1177,2.02E-01,1.177E-07,2.02E-01
1178,2.03E-01,1.178E-07,2.03E-01
1179,2.03E-01,1.179E-07,2.03E-01
1180,1.99E-01,0.000000118,1.99E-01
1181,1.99E-01,1.181E-07,1.99E-01
1182,2.00E-01,1.182E-07,2.00E-01
1183,2.00E-01,1.183E-07,2.00E-01
1184,1.97E-01,1.184E-07,1.97E-01
1185,1.97E-01,1.185E-07,1.97E-01
1186,1.97E-01,1.186E-07,1.97E-01
1187,1.97E-01,1.187E-07,1.97E-01
1188,1.95E-01,1.188E-07,1.95E-01
1189,1.95E-01,1.189E-07,1.95E-01
1190,1.96E-01,0.000000119,1.96E-01
1191,1.96E-01,1.191E-07,1.96E-01
1192,1.92E-01,1.192E-07,1.92E-01
1193,1.92E-01,1.193E-07,1.92E-01
1194,1.94E-01,1.194E-07,1.94E-01
1195,1.94E-01,1.195E-07,1.94E-01
1196,1.89E-01,1.196E-07,1.89E-01
1197,1.89E-01,1.197E-07,1.89E-01
1198,1.91E-01,1.198E-07,1.91E-01
1199,1.91E-01,1.199E-07,1.91E-01
1200,1.86E-01,0.00000012,1.86E-01
1201,1.86E-01,1.201E-07,1.86E-01
1202,1.87E-01,1.202E-07,1.87E-01
1203,1.87E-01,1.203E-07,1.87E-01
1204,1.84E-01,1.204E-07,1.84E-01
1205,1.84E-01,1.205E-07,1.84E-01
1206,1.85E-01,1.206E-07,1.85E-01
1207,1.85E-01,1.207E-07,1.85E-01
1208,1.81E-01,1.208E-07,1.81E-01
1209,1.81E-01,1.209E-07,1.81E-01
1210,1.83E-01,0.000000121,1.83E-01
